,Origin,Destination,Distance,StDateyear,StDatemonth,StDateweek,StDateday,StDatedayofweek,Delay,ETA,PREDICTED_TIME_LINEAR,PREDICTED_TIME_LASSO,PREDICTED_TIME_RIDGE
3798,13,20,481.93501849999996,2019,2,6,5,1,6,3,6.557556760988012,6.48923501150432,6.5105159165701405
3799,20,21,10098.332209999999,2019,11,45,5,1,6,39,39.01496337743796,39.1259895981147,39.14476847601269
3800,21,18,628.8036587,2019,6,26,25,1,6,7,6.016973552772479,6.055231339464978,6.070553221361669
3801,14,13,872.8668682,2017,3,12,25,5,6,8,8.201033721615138,8.08747112364525,8.085700286499007
3802,13,20,481.93501849999996,2017,8,31,4,4,6,7,6.426193139609763,6.417953280282969,6.415108271585234
3803,20,21,10098.332209999999,2017,4,16,21,4,6,39,39.19257605070684,39.11319155489663,39.112157294869526
3804,21,18,628.8036587,2017,5,18,6,5,6,5,6.1029596053519075,6.026145462280555,6.01506170878339
3805,14,11,746.6292581,2016,10,42,19,2,6,5,7.664268648659215,7.758234707967743,7.7592958405909815
3806,11,13,134.246,2016,10,43,30,6,6,5,5.824079757909386,5.834652544737924,5.8250781273693075
3807,13,20,481.93501849999996,2016,10,41,11,1,6,7,6.319739315975772,6.425159424306612,6.425794459206914
3808,20,21,10098.332209999999,2016,11,47,23,2,6,37,38.976673857116054,39.088014504119144,39.08650511324516
3809,21,18,628.8036587,2017,5,18,1,0,6,5,6.048955862645284,6.076798574727416,6.081094641008006
3810,18,17,688.4059453,2017,1,3,16,0,6,6,6.790801767467331,6.745880910898718,6.756045473081153
3811,14,13,872.8668682,2018,1,2,9,1,6,8,8.23358458744209,8.153804060757343,8.171319277074195
3812,13,20,481.93501849999996,2018,9,37,15,5,6,7,6.404756776662948,6.400649502080478,6.401765143193826
3813,20,21,10098.332209999999,2018,9,39,28,4,6,41,39.06178098528273,39.086675525524925,39.09182722081347
3814,21,18,628.8036587,2018,11,46,14,2,6,5,5.907980116036535,6.022032246388051,6.026831687109626
3815,18,17,688.4059453,2018,11,47,25,6,6,7,6.602859792810831,6.633703850568912,6.6294850244720305
3816,14,11,746.6292581,2015,1,1,2,4,6,4,7.9321233067360115,7.7994106161955425,7.7934240224573035
3817,11,13,134.246,2015,11,45,2,0,6,3,5.753236894971986,5.904664209211326,5.910154905849433
3818,13,20,481.93501849999996,2015,2,8,20,4,6,6,6.53633950321114,6.432977590048859,6.425451978893056
3819,20,23,644.2606097,2015,4,14,3,4,6,5,5.98097430018762,5.913616951412452,5.8965969679401145
3820,23,19,4247.728669,2015,3,11,15,6,6,20,18.480128758743312,18.358574462545626,18.337383085096036
3821,14,13,872.8668682,2015,10,44,28,2,6,5,7.959710531240271,8.069324257540227,8.068285833038933
3822,13,20,481.93501849999996,2015,8,33,11,1,6,7,6.359443551553563,6.434270100986858,6.433213095111531
3823,20,23,644.2606097,2015,11,47,21,5,6,4,5.786928405294821,5.853784576106911,5.83412673572605
3824,23,19,4247.728669,2015,1,3,12,0,6,16,18.461260019593006,18.429114680353404,18.428287714772303
3825,19,23,4247.728669,2015,10,42,14,2,5,19,18.351067534933634,18.460014811887046,18.44794890439413
3826,23,20,644.2606097,2015,7,28,11,5,6,4,5.695232439595257,5.67823762117345,5.656677603269246
3827,20,13,481.93501849999996,2015,11,47,17,1,6,5,5.784305675338038,5.938685518547661,5.935261799364101
3828,13,14,872.8668682,2015,11,48,28,5,6,5,8.040283214320334,8.103934750555096,8.09401983652827
3829,19,23,4247.728669,2016,8,34,25,3,5,20,18.410630988127977,18.455037031040252,18.44293575789323
3830,23,20,644.2606097,2016,9,38,19,0,6,6,5.582193574891653,5.710933708123626,5.708058523608601
3831,20,13,481.93501849999996,2016,1,1,10,6,6,3,6.124552085390212,5.952188416403535,5.936135196346337
3832,13,11,134.246,2016,10,41,10,0,6,6,5.6397340900352635,5.769770872073346,5.7768965315293475
3833,11,14,746.6292581,2016,10,42,22,5,6,7,7.906255700337903,7.931579017908099,7.9245521218032255
3834,17,18,688.4059453,2018,2,5,3,5,4,9,6.561514012137627,6.4339094531858265,6.4258381428754365
3835,18,21,628.8036587,2018,3,11,15,3,6,4,6.334721451218536,6.258090542104991,6.261540125150573
3836,21,20,10098.332209999999,2018,3,12,25,6,6,37,39.175643190817695,39.03382320304645,39.03235498042249
3837,20,13,481.93501849999996,2018,7,27,5,3,6,3,5.9576884219872195,5.9615044410839655,5.9651736353789335
3838,13,14,872.8668682,2018,5,20,16,2,6,7,8.203895688378305,8.184538544699672,8.197770642692047
3839,17,18,688.4059453,2017,1,2,14,5,4,9,6.563478082510306,6.425844542891689,6.412230316039148
3840,18,21,628.8036587,2017,1,4,27,4,6,8,6.371730857668039,6.246741793539851,6.243452572184529
3841,21,20,10098.332209999999,2017,10,40,2,0,6,41,38.946811044177075,39.064406708233705,39.07327351336058
3842,20,13,481.93501849999996,2017,3,13,29,2,6,6,6.005536505782095,5.969844617613097,5.972864763883729
3843,13,11,134.246,2017,10,40,4,2,6,3,5.681062681307372,5.760484236041911,5.767029436167347
3844,11,14,746.6292581,2017,4,16,19,2,6,5,8.036371972954763,7.999420127143514,8.008717528699732
3845,18,21,628.8036587,2019,12,51,22,6,6,6,6.137770677482441,6.1818397716066045,6.181396759650182
3846,21,20,10098.332209999999,2020,3,9,1,6,6,39,39.22603953389289,39.06216413813189,39.07195812828031
3847,20,13,481.93501849999996,2020,2,8,17,0,6,5,6.047178851393019,6.019717762980639,6.048480117150431
3848,13,14,872.8668682,2020,2,9,28,4,6,6,8.30315639037532,8.184966994988072,8.207238154314608
3849,18,21,628.8036587,2017,4,15,14,4,6,4,6.314194954713409,6.239154967350887,6.23343066674717
3850,21,20,10098.332209999999,2017,4,17,24,0,6,39,39.069420440818135,39.0807226303822,39.09211017087262
