,Origin,Destination,Distance,StDateyear,StDatemonth,StDateweek,StDateday,StDatedayofweek,Delay,ETA,PREDICTED_TIME_LINEAR,PREDICTED_TIME_LASSO,PREDICTED_TIME_RIDGE
3912,15,20,5254.9634,2015,3,10,8,6,2,23,22.278760576703554,22.175583623444943,22.143804646882977
3913,20,13,481.93501849999996,2015,8,35,28,4,6,3,5.882632555639562,5.918335108894128,5.90638632864521
3914,13,14,872.8668682,2015,6,24,9,1,6,4,8.147602379768601,8.18194787883159,8.183722333891863
3915,14,10,46.8502718,2015,9,38,16,2,6,3,5.29344997037156,5.376888839287774,5.3762067826961
3916,15,20,5254.9634,2019,1,5,29,1,2,25,22.273857020969658,22.236461996071927,22.24403958715201
3917,20,13,481.93501849999996,2019,2,9,25,0,6,7,6.027451757203556,6.008743154033327,6.031934039622586
3918,13,11,134.246,2019,10,40,3,3,6,6,5.711135590817319,5.762144120775655,5.777752092256266
3919,11,14,746.6292581,2019,3,12,22,4,6,7,8.098936795568177,7.993859088041058,8.009171849035289
3920,14,10,46.8502718,2019,4,14,4,3,6,5,5.488210354516989,5.419955698433247,5.43615761365554
3921,19,23,4247.728669,2016,11,46,16,2,5,20,18.3339056049091,18.45512619571504,18.44539805572228
3922,23,20,644.2606097,2016,11,45,12,5,6,5,5.602054861188021,5.658228191851105,5.638801009720586
3923,20,11,506.2098107,2016,12,51,22,3,6,11,5.99463945895617,6.1196531614371175,6.112618660314238
3924,11,13,134.246,2017,8,31,1,1,6,9,5.864309620623088,5.918650091300766,5.929207543828861
3925,19,23,4247.728669,2019,6,26,30,6,5,17,18.516174945320287,18.449462683568218,18.447015900283553
3926,23,20,644.2606097,2019,7,30,22,0,6,6,5.654484145468876,5.734438866264645,5.74982888879248
3927,20,22,624.1703,2019,3,10,8,4,6,3,6.0266561464889765,5.923171626004839,5.927145297949929
3928,22,11,234.4704,2019,12,49,8,6,6,5,4.8633644569989745,4.9078804943320815,4.907099476084058
3929,11,13,134.246,2019,8,34,23,4,6,9,5.885710986100223,5.884810665048509,5.89977265824516
3930,17,18,688.4059453,2015,7,27,5,6,4,9,6.415619809996107,6.382698227779475,6.35481306319131
3931,18,21,628.8036587,2015,5,21,20,2,6,6,6.235703809645267,6.241119105057166,6.2334611165957785
3932,21,20,10098.332209999999,2015,1,2,6,1,6,38,39.163955832112784,39.09457991933208,39.09489929162214
3933,20,11,506.2098107,2015,7,29,15,2,6,9,6.109649608080494,6.1590946290928255,6.153151083801509
3934,11,13,134.246,2015,7,31,30,3,6,10,5.853072912425352,5.87706478753946,5.8750547733002545
3935,17,18,688.4059453,2017,7,30,24,0,4,7,6.334707592654626,6.432160232801175,6.432660236364699
3936,18,21,628.8036587,2017,4,14,8,5,6,5,6.335086716959884,6.234103700197267,6.224805536563169
3937,21,20,10098.332209999999,2017,8,33,15,1,6,39,38.99175424912865,39.05632848956999,39.063291508579056
3938,20,22,624.1703,2017,9,39,29,4,6,5,5.825079647639496,5.865901426473792,5.858820196879703
3939,22,11,234.4704,2017,10,41,10,1,6,5,4.834322023439137,4.9538748587172385,4.957009203699153
3940,11,13,134.246,2017,10,42,21,5,6,10,5.833006103557521,5.855757776174608,5.854830791342076
3941,18,21,628.8036587,2017,5,21,25,3,6,4,6.260669873208519,6.234904818660516,6.2326065534374795
3942,21,20,10098.332209999999,2017,4,14,6,3,6,39,39.13209572755757,39.06556882892133,39.06623478032063
3943,20,11,506.2098107,2017,7,29,19,2,6,11,6.123814923102417,6.163010965185547,6.165503107088133
3944,11,13,134.246,2017,5,19,8,0,6,6,5.919433506759313,5.938822171604722,5.953158418889666
3945,18,21,628.8036587,2017,3,12,24,4,6,8,6.325795105570402,6.236985310668308,6.231787461177804
3946,21,20,10098.332209999999,2017,7,27,4,1,6,41,39.033627441101096,39.06939689889468,39.075392671792464
3947,20,22,624.1703,2017,5,21,24,2,6,6,5.911275977206847,5.909272538591798,5.908078821598837
3948,22,11,234.4704,2017,5,18,6,5,6,3,5.017956163512848,4.945763651743002,4.936477553242431
3949,11,13,134.246,2017,6,24,14,2,6,10,5.909252825574667,5.9105718726370515,5.919225539047334
3950,16,20,5254.9012060000005,2018,6,25,19,1,3,24,22.20203793336907,22.25258479469157,22.254839182697104
3951,20,11,506.2098107,2018,7,29,16,0,6,11,6.111849506504077,6.189167463775851,6.203880901244899
3952,11,13,134.246,2018,2,6,8,3,6,6,6.0400409042236465,5.933383456463696,5.946617635322228
3953,16,20,5254.9012060000005,2017,4,14,9,6,3,22,22.32091210682224,22.218406253801817,22.19839203591266
3954,20,22,624.1703,2017,9,39,29,4,6,4,5.825079647639496,5.865901426473792,5.858820196879703
3955,22,11,234.4704,2017,9,36,10,6,6,4,4.9209590854041725,4.9125231621143675,4.900425514968221
3956,11,13,134.246,2017,10,42,19,3,6,9,5.811404606474875,5.876019021153352,5.881243964231922
3957,15,20,5254.9634,2016,2,8,22,0,2,21,22.22169673912729,22.229764152554143,22.221065978824335
3958,20,11,506.2098107,2016,3,11,16,2,6,12,6.222827810259224,6.181537940568319,6.178313474191702
3959,11,13,134.246,2016,3,9,4,4,6,9,6.017415917966014,5.90969489786859,5.905336402289221
3960,15,20,5254.9634,2017,5,20,17,2,2,24,22.18530740003446,22.20273197966224,22.19201406550313
3961,20,22,624.1703,2017,12,49,6,2,6,4,5.756884402298484,5.884967562454392,5.881722457134318
3962,22,11,234.4704,2017,6,25,22,3,6,2,4.944390460752597,4.947877132061317,4.946208106657947
3963,11,13,134.246,2017,6,26,30,4,6,7,5.910672295247009,5.880151916986803,5.883649453635639
3964,19,23,4247.728669,2015,9,40,30,2,5,16,18.353427813076593,18.454078161723782,18.44365377910505
3965,23,20,644.2606097,2015,10,43,21,2,6,6,5.566632518178276,5.683349964819724,5.671808705205363
3966,20,11,506.2098107,2015,2,7,11,2,6,9,6.242543163257102,6.190363642305522,6.186652932487165
3967,19,23,4247.728669,2016,11,44,4,4,5,19,18.375689129402055,18.4450236614078,18.428147795354278
3968,23,20,644.2606097,2016,5,18,5,3,6,5,5.742575674575933,5.7138104184662755,5.700447128624967
3969,20,22,624.1703,2016,5,20,16,0,6,6,5.890129413345042,5.928717885294738,5.927108829482686
3970,22,11,234.4704,2016,5,21,28,5,6,5,4.978047041913083,4.924630332124187,4.910768563192738
3971,17,18,688.4059453,2016,10,41,11,1,4,6,6.280038639739244,6.4111722542214125,6.4013261962979
3972,18,21,628.8036587,2016,11,46,20,6,6,6,6.141495755287929,6.17345542661592,6.1549521393431075
3973,21,20,10098.332209999999,2016,2,6,12,4,6,41,39.17834500672111,39.057987073836884,39.05079914707431
3974,20,11,506.2098107,2017,1,3,18,2,6,13,6.278399642841171,6.197189677051417,6.20194320646535
3975,17,18,688.4059453,2015,7,31,29,2,4,8,6.3320527610102015,6.402903296393955,6.389313583927306
3976,18,21,628.8036587,2015,10,41,8,3,6,7,6.136346453393637,6.213815265591798,6.201704203610655
3977,21,20,10098.332209999999,2015,8,34,23,6,6,37,39.021501663108204,38.99667968569466,38.9803250968069
3978,20,22,624.1703,2015,5,19,10,6,6,7,5.960495683760529,5.87499242321309,5.852063365054365
3979,22,11,234.4704,2015,10,42,18,6,6,2,4.864069437418685,4.894226054841901,4.874042791926987
3980,18,21,628.8036587,2015,10,44,27,1,6,6,6.084471915195531,6.218838444563284,6.214373007717731
3981,21,20,10098.332209999999,2015,8,33,11,1,6,41,38.977588934106734,39.05241215347728,39.05093948529244
3982,20,11,506.2098107,2015,12,52,25,4,6,9,5.990819959254731,6.106422101130827,6.094443215588688
3983,18,21,628.8036587,2015,8,34,18,1,6,7,6.148887412721242,6.2361289143962,6.231341958163901
3984,21,20,10098.332209999999,2015,8,36,31,0,6,38,38.936515144449956,39.04730470995939,39.05040170295459
3985,20,22,624.1703,2015,10,42,14,2,6,4,5.776861543686815,5.8831036301873265,5.872595015511086
3986,22,11,234.4704,2015,10,43,24,5,6,5,4.843177675172209,4.899277321995521,4.8826679221109845
3987,16,20,5254.9012060000005,2017,6,26,28,2,3,22,22.193111587720928,22.231479563254887,22.225086518724332
3988,20,11,506.2098107,2017,7,29,23,6,6,10,6.167017917267712,6.122488475228058,6.112676761308441
3989,16,20,5254.9012060000005,2017,9,37,12,1,3,22,22.126477218207206,22.236648083265425,22.232130272814302
3990,20,22,624.1703,2018,3,9,1,3,6,7,6.016310331168496,5.932486350218404,5.932968719388855
3991,22,11,234.4704,2018,1,3,16,1,6,3,5.064467458339751,5.0039902820092514,5.016158212959171
3992,15,20,5254.9634,2015,9,39,21,0,2,21,22.03165174757475,22.190887666073248,22.178648307016132
3993,20,11,506.2098107,2015,10,42,14,2,6,12,6.03363395969779,6.143973815942488,6.137825338924705
3994,15,20,5254.9634,2015,5,20,15,4,2,25,22.192743582095197,22.178554398590773,22.153248869326653
3995,20,22,624.1703,2015,11,45,6,4,6,7,5.786862889912472,5.865012041891161,5.847825048190606
3996,22,11,234.4704,2015,6,26,24,2,6,2,4.909333383484199,4.949012063122213,4.94248121355532
3997,19,23,4247.728669,2017,11,46,17,4,5,17,18.36514318247606,18.44076020434785,18.430949504099353
3998,23,20,644.2606097,2017,9,37,12,1,6,6,5.61272141762244,5.7117776945815635,5.7113980146915235
3999,20,11,506.2098107,2017,12,51,21,3,6,9,6.00427553944048,6.125548415048675,6.124583281581161
4000,11,13,134.246,2018,5,18,1,1,6,8,5.949961349490097,5.939666158062659,5.9564979099725885
4001,13,12,335.4135659,2018,1,3,19,4,6,7,6.566062226221343,6.427977994400331,6.437622172830748
4002,19,23,4247.728669,2017,4,13,2,6,5,19,18.591591322992834,18.470200712185274,18.45379997697865
4003,23,20,644.2606097,2017,2,9,28,1,6,7,5.768815274513036,5.738707394429101,5.7416134522384485
4004,20,22,624.1703,2017,3,11,13,0,6,7,5.954089977649909,5.946824253403459,5.951460944934853
4005,22,11,234.4704,2017,3,12,26,6,6,6,5.052808354759273,4.932606077743536,4.921914092199978
4006,11,13,134.246,2017,7,27,4,1,6,7,5.886000785185233,5.921559789953939,5.932145794520421
4007,13,12,335.4135659,2017,4,16,20,3,6,6,6.467907466830775,6.4144678264176775,6.419679320049541
4008,17,18,688.4059453,2018,2,8,23,4,4,9,6.520440222480845,6.42880200966794,6.425300360537586
4009,18,21,628.8036587,2018,8,31,3,4,6,8,6.235364094966906,6.230786702639623,6.229783212165449
4010,21,20,10098.332209999999,2018,3,12,22,3,6,37,39.14324094519372,39.064215070514564,39.07197473975726
4011,20,11,506.2098107,2018,4,14,5,3,6,12,6.241300568912171,6.185367481984642,6.190679335849987
4012,11,13,134.246,2018,5,21,22,1,6,7,5.919688308374644,5.924428092055402,5.9427535411898145
4013,13,12,335.4135659,2018,4,14,6,4,6,5,6.508526323266713,6.420391168211369,6.427600267393389
4014,17,18,688.4059453,2016,1,2,15,4,4,8,6.5421901124935555,6.428767549914436,6.41154274467595
4015,18,21,628.8036587,2016,1,4,27,2,6,4,6.339642139109964,6.259795423051971,6.2559715872662505
4016,21,20,10098.332209999999,2016,6,22,2,3,6,41,39.078226176957855,39.05254181614838,39.04646412112939
4017,20,22,624.1703,2016,3,12,24,3,6,5,5.96676512908442,5.905457776988031,5.895295108072235
4018,22,11,234.4704,2016,4,14,4,0,6,6,4.976858645875177,4.994743571086545,4.995413651432889
4019,11,13,134.246,2016,4,15,16,5,6,7,5.986343474534889,5.88649586605454,5.880028652630889
4020,13,12,335.4135659,2016,4,17,29,4,6,5,6.4589811211826405,6.393362594980996,6.3899266560767725
4021,18,21,628.8036587,2015,2,7,12,3,6,7,6.335164643247795,6.255125736619078,6.245950340912193
4022,21,20,10098.332209999999,2015,12,51,15,1,6,41,38.86893996646562,39.02798992448295,39.02616449692195
4023,20,11,506.2098107,2016,1,4,31,6,6,9,6.30102440182589,6.1443802162915535,6.130641246616607
4024,11,13,134.246,2016,2,7,15,0,6,6,5.977424342934787,5.945593099517879,5.9557971593210315
4025,13,12,335.4135659,2016,2,8,27,5,6,7,6.52495749453564,6.396755448843853,6.391037100358298
4026,18,21,628.8036587,2015,11,47,16,0,6,6,6.062071015797214,6.231138723735237,6.229222799732019
4027,21,20,10098.332209999999,2015,11,48,28,5,6,37,38.924594252479025,38.986610139697945,38.97362448211409
4028,20,22,624.1703,2016,10,39,1,5,6,4,5.84406606496386,5.865970911207633,5.847107026978792
4029,22,11,234.4704,2016,1,3,20,2,6,3,5.05514490492134,4.980756790441697,4.9770928474392
4030,11,13,134.246,2016,1,4,29,4,6,8,6.032227487957078,5.902900952877809,5.90132760797197
4031,13,12,335.4135659,2016,12,48,2,4,6,4,6.292138254426169,6.369914913671103,6.363283960640414
4032,16,20,5254.9012060000005,2019,4,14,5,4,3,21,22.31858277070822,22.250458006003676,22.248734451336347
4033,20,11,506.2098107,2019,5,22,28,1,6,13,6.166428791939966,6.186984498723696,6.205863517730295
4034,11,13,134.246,2019,6,24,16,6,6,6,5.971727980708581,5.881839889902679,5.890328435801484
4035,13,12,335.4135659,2019,6,26,28,4,6,6,6.433564878815007,6.398837241318505,6.4134330256922905
4036,16,20,5254.9012060000005,2015,3,12,20,4,3,23,22.286654431869522,22.22750215066951,22.20622852368559
4037,20,22,624.1703,2015,4,16,15,2,6,6,5.929743981443339,5.914657618343066,5.9051760418058965
4038,22,11,234.4704,2015,4,18,27,0,6,6,4.931965356516956,4.976405067262369,4.976700424369488
4039,11,13,134.246,2015,9,36,5,5,6,9,5.861565121499167,5.866222211261627,5.856509467810062
4040,13,12,335.4135659,2015,5,21,24,6,6,7,6.45351107817441,6.370858207012846,6.35825829393446
4041,15,20,5254.9634,2017,7,26,1,5,2,23,22.193658202953337,22.175367063704215,22.153751180765887
4042,20,11,506.2098107,2017,1,1,2,0,6,11,6.276980173168825,6.227609632701668,6.237519291877044
4043,11,13,134.246,2017,2,7,18,5,6,7,6.041915307116836,5.9021476025376405,5.903658384904537
4044,13,12,335.4135659,2017,3,9,3,4,6,8,6.530672421049703,6.422484968588735,6.423155353078949
4045,15,20,5254.9634,2017,10,40,5,3,2,21,22.08595004378283,22.17542814019687,22.160257152518007
4046,20,22,624.1703,2017,2,6,6,0,6,7,5.9884255788905545,5.958750392957581,5.964769261510947
4047,22,11,234.4704,2017,6,24,15,3,6,4,4.954481474457751,4.952956487397069,4.950789562918869
4048,11,13,134.246,2017,6,25,25,6,6,9,5.942364806034812,5.86497002734381,5.861817737006719
4049,13,12,335.4135659,2017,10,40,7,5,6,5,6.356808553567207,6.372811303954698,6.369848033386733
4050,12,13,335.4135659,2016,4,17,25,0,1,4,5.582439620567984,5.645860468994446,5.63440577888718
4051,13,11,161.5943334,2016,4,17,30,5,6,7,5.922176505733903,5.83621508783048,5.830000392652844
4052,11,22,234.4704,2016,5,19,13,4,6,5,5.755905942982691,5.691952315782805,5.684350210831896
4053,22,20,624.1703,2016,5,21,24,1,6,4,5.751115944144734,5.777683789197297,5.772736759745497
4054,20,15,5254.9634,2016,3,9,6,6,6,25,22.6666329016292,22.52387310564523,22.508624826773207
4055,12,13,335.4135659,2019,8,33,13,1,1,4,5.533681670331424,5.639152089016926,5.641480980394379
4056,13,11,161.5943334,2019,8,33,18,6,6,8,5.873418555497347,5.829506707852959,5.8370755941600425
4057,11,20,506.2098107,2019,1,2,9,2,6,12,6.936517235679096,6.82526807183571,6.845082026901165
4058,20,15,5254.9634,2019,9,38,19,3,6,24,22.480834559577296,22.526471041640086,22.539742591372367
4059,12,13,335.4135659,2019,7,29,18,3,1,8,5.576974331976215,5.621800542691355,5.618006058196093
4060,13,11,161.5943334,2019,7,30,27,5,6,6,5.8742179578130145,5.837467673659752,5.8486389750356
4061,11,22,234.4704,2019,8,32,8,3,6,6,5.697997787511591,5.704647885956515,5.718124916200784
4062,22,20,624.1703,2019,8,34,20,1,6,6,5.704008537214962,5.780248736881635,5.793304878669458
4063,20,16,5254.9012060000005,2019,1,2,9,2,6,22,22.62708184729295,22.525299201010622,22.542566473752757
4064,12,13,335.4135659,2019,4,16,17,2,1,7,5.643040372808711,5.648364340186131,5.648467926059022
4065,13,11,161.5943334,2019,4,17,25,3,6,9,5.929483250104186,5.874162093643898,5.892307429343452
4066,11,20,506.2098107,2019,10,40,5,5,6,10,6.748410126886766,6.75065603468714,6.758277879573297
4067,20,16,5254.9012060000005,2019,5,21,26,6,6,25,22.54984257812975,22.45265040301292,22.456524610259244
4068,12,13,335.4135659,2017,10,40,2,0,1,4,5.469466304411226,5.635439800457524,5.627533742642063
4069,13,11,161.5943334,2017,2,7,15,2,6,7,5.96552812010218,5.8924174024532014,5.902412796783109
4070,11,22,234.4704,2017,2,9,28,1,6,5,5.781435808083623,5.732059269570755,5.74330457715123
4071,22,20,624.1703,2017,11,44,3,4,6,4,5.671396014603067,5.738183615047321,5.728174500706812
4072,20,21,10098.332209999999,2017,3,12,21,1,6,38,39.18186496964501,39.14649312101791,39.15471530489585
4073,21,18,628.8036587,2017,4,14,5,2,6,5,6.093099665281192,6.06075939025691,6.059549255350921
4074,12,13,335.4135659,2019,6,25,21,4,1,6,5.610317386070802,5.615891980710222,5.609667258983931
4075,13,11,161.5943334,2019,6,26,28,4,6,6,5.885959514824952,5.851820356657363,5.866713348713285
4076,11,20,506.2098107,2019,10,41,7,0,6,13,6.684315370474989,6.796229791798249,6.819729355536991
4077,20,21,10098.332209999999,2019,7,31,29,0,6,39,39.07159640072603,39.138912666400316,39.1624946892432
4078,21,18,628.8036587,2019,12,50,9,0,6,7,5.873472393884933,6.043966684470117,6.06034169403363
4079,12,13,335.4135659,2018,9,36,7,4,1,7,5.544847684614092,5.6050346246198295,5.591539805362055
4080,13,11,161.5943334,2018,7,29,17,1,6,10,5.8314698968685565,5.877174265341436,5.894082155809295
4081,11,22,234.4704,2018,2,6,8,3,6,5,5.842946426766035,5.732931344210826,5.7426003943110775
4082,22,20,624.1703,2018,8,33,13,0,6,4,5.693662721894478,5.789563461095202,5.799128300108384
4083,20,21,10098.332209999999,2018,8,34,23,3,6,38,39.0827624150087,39.10479520200323,39.11255351421088
4084,21,18,628.8036587,2018,6,23,10,6,6,8,6.091614256110246,6.013921039413814,6.006300036652904
4085,18,17,688.4059453,2018,10,42,20,5,6,9,6.6238412225368055,6.65182352704721,6.650211317869436
4086,12,13,335.4135659,2016,4,14,10,6,1,8,5.677517152931385,5.600314800065469,5.568910629000415
4087,13,11,161.5943334,2016,10,41,13,3,6,10,5.767874598305037,5.83508105532499,5.832995451769728
4088,11,20,506.2098107,2016,10,43,29,5,6,11,6.689228844318377,6.7177322078452075,6.708639646989761
4089,20,21,10098.332209999999,2016,11,46,15,1,6,37,38.97596412227988,39.10322448194427,39.104293155951005
4090,21,18,628.8036587,2016,12,52,28,2,6,6,5.845983622104351,5.995860967985191,5.988871744821173
4091,18,17,688.4059453,2017,9,35,1,4,6,7,6.656219740179887,6.675519022440518,6.670065439062975
4092,12,13,335.4135659,2016,9,37,17,5,1,5,5.526285258481648,5.578034139571589,5.549822520122364
4093,13,11,161.5943334,2016,9,38,23,4,6,9,5.79112663869447,5.824093138008104,5.82007519629664
4094,11,22,234.4704,2016,8,32,10,2,6,6,5.658288797517338,5.697092747611212,5.695437638844938
4095,22,20,624.1703,2016,10,42,20,3,6,6,5.652468322729275,5.735169971906805,5.723191804054524
4096,20,23,644.2606097,2016,1,2,11,0,6,3,6.009076316228603,5.963514343520755,5.962484540896595
4097,23,19,4247.728669,2016,10,41,11,1,6,18,18.25608064825564,18.37278497066474,18.368284142353986
4098,12,13,335.4135659,2019,7,28,10,2,1,5,5.576264597140044,5.63701052051648,5.635794100901938
4099,13,11,161.5943334,2019,10,41,13,6,6,7,5.829185085381939,5.822374948691548,5.829269556235721
4100,11,20,506.2098107,2019,10,43,26,5,6,12,6.718137085771309,6.735417968679883,6.744533510790523
4101,20,23,644.2606097,2019,11,46,13,2,6,5,5.798054649366543,5.90496264222662,5.914609217142212
4102,23,19,4247.728669,2019,11,47,24,6,6,19,18.297119440442735,18.326749209727875,18.326043910716727
4103,11,22,234.4704,2015,11,47,21,5,6,4,5.589964132810694,5.643400273840088,5.630941820091815
4104,22,20,624.1703,2015,1,3,12,0,6,6,5.846137210689145,5.816840281909963,5.8141900056236135
4105,20,15,5254.9634,2015,12,50,13,6,6,21,22.41302355354206,22.469018511186484,22.451167741060047
4106,11,20,506.2098107,2019,3,12,22,4,6,10,6.892000953253804,6.785091633313918,6.797840830482743
4107,20,15,5254.9634,2019,7,27,4,3,6,25,22.554489929817038,22.54752850495369,22.559363461538254
4108,11,22,234.4704,2018,9,39,25,1,6,2,5.614796004267033,5.70086611266327,5.715890848349376
4109,22,20,624.1703,2018,3,10,10,5,6,3,5.888097610509513,5.771321631631594,5.765390063206739
4110,20,16,5254.9012060000005,2018,12,50,10,0,6,24,22.31091941778397,22.47815455286444,22.492861686936422
4111,11,20,506.2098107,2018,12,49,7,4,6,13,6.67364881404057,6.74268028906779,6.747132350566053
4112,20,16,5254.9012060000005,2018,7,31,31,1,6,23,22.4217872574131,22.480117792015307,22.493623970770777
4113,11,22,234.4704,2017,7,28,11,1,6,5,5.678815294022469,5.7160283223653146,5.723547097248344
4114,22,20,624.1703,2017,11,46,18,5,6,5,5.662014735734088,5.717894281886444,5.705805001740041
4115,20,21,10098.332209999999,2017,11,48,29,2,6,38,38.97621892389522,39.08883040239495,39.09388827825116
4116,21,18,628.8036587,2018,12,48,1,5,6,7,5.938022083517554,5.997577029083201,5.991507053063943
4117,11,20,506.2098107,2017,12,51,19,1,6,12,6.611428460521983,6.757018192252843,6.765624576112055
4118,20,21,10098.332209999999,2018,6,22,1,4,6,38,39.17816068848604,39.12211376001828,39.12547879073397
4119,21,18,628.8036587,2018,2,8,19,0,6,6,6.10688797337019,6.086513661047251,6.100429247992567
4120,11,22,234.4704,2016,1,1,5,1,6,6,5.83300380599095,5.748078774100314,5.750674495078359
4121,22,20,624.1703,2016,5,19,13,4,6,5,5.803700217179012,5.757450632400685,5.742279912932576
4122,20,21,10098.332209999999,2016,5,21,24,1,6,39,39.11790440534014,39.12838675290919,39.13036318944369
4123,21,18,628.8036587,2016,8,31,7,6,6,7,6.028108625026219,5.9949987730292875,5.974564756194743
4124,18,17,688.4059453,2016,7,29,21,3,6,7,6.658983212868241,6.675415077953174,6.668020993102244
4125,11,20,506.2098107,2017,1,4,26,3,6,11,6.907863795841495,6.793188231451717,6.798783285400548
4126,20,21,10098.332209999999,2017,12,48,2,5,6,38,39.026442918786536,39.074533895761604,39.06772655672732
4127,21,18,628.8036587,2017,3,13,28,1,6,4,6.07371704018656,6.0585616453921975,6.061949723704631
4128,18,17,688.4059453,2017,7,27,4,1,6,6,6.667199823680205,6.71173028721498,6.715561699780862
4129,11,22,234.4704,2015,7,29,13,0,6,5,5.643758216754071,5.717163253426213,5.719820204145718
4130,22,20,624.1703,2015,7,30,24,4,6,4,5.72466447141054,5.73705972475085,5.720342104205779
4131,20,23,644.2606097,2015,3,10,8,6,6,6,6.024266961832415,5.896265405086879,5.8731220457418285
4132,23,19,4247.728669,2015,8,33,15,5,6,18,18.338987877998726,18.341373157387498,18.322876432478914
4133,11,20,506.2098107,2019,4,14,4,3,6,10,6.879691067560637,6.802471267821623,6.817272078757954
4134,20,23,644.2606097,2019,4,16,20,5,6,6,6.005030497309184,5.909034461567414,5.9105087347938134
4135,23,19,4247.728669,2019,2,6,5,1,6,18,18.493898093267873,18.43686055786245,18.453005599717216
4136,13,11,161.5943334,2017,3,12,24,4,6,9,5.952794015944184,5.860230017920335,5.8626913073171725
4137,11,22,234.4704,2017,8,31,4,4,6,6,5.69961738878945,5.6878061115797784,5.685570543482941
4138,22,20,624.1703,2017,4,16,20,3,6,5,5.814986840970105,5.772619213674101,5.767737451616258
4139,20,15,5254.9634,2017,1,1,5,3,6,24,22.68980248858717,22.569916709596445,22.571874318381624
4140,13,11,161.5943334,2017,5,21,26,4,6,9,5.898469532123626,5.848018903423171,5.850303813131925
4141,11,20,506.2098107,2017,10,40,6,4,6,13,6.718337217376819,6.7489961499533955,6.747555223484378
4142,20,15,5254.9634,2017,6,26,29,3,6,23,22.52748703328622,22.524721992231555,22.526557637454395
4143,13,11,161.5943334,2016,11,46,16,2,6,6,5.725291671496413,5.837222623825438,5.838682331262168
4144,11,22,234.4704,2016,11,48,28,0,6,5,5.5303986109365315,5.686995113432362,5.692780698075209
4145,22,20,624.1703,2016,9,37,12,0,6,6,5.6526993963637135,5.7748632552189125,5.772260806882981
4146,20,16,5254.9012060000005,2016,12,51,21,2,6,21,22.30315774019285,22.441023445326824,22.437937815251807
4147,13,11,161.5943334,2017,8,32,9,2,6,9,5.8210344140685795,5.863318045923084,5.870554153666818
4148,11,20,506.2098107,2017,9,38,23,5,6,10,6.731498244061099,6.732928877300756,6.730053511750368
4149,20,16,5254.9012060000005,2017,9,36,10,6,6,22,22.45304563162658,22.4329880946578,22.423494284678895
4150,13,11,161.5943334,2015,6,26,26,4,6,9,5.852522038834406,5.836113513341523,5.830432082892818
4151,11,22,234.4704,2015,11,45,7,5,6,5,5.610146160220998,5.6535589845115926,5.640104732613663
4152,22,20,624.1703,2015,7,30,22,2,6,6,5.7030629743278904,5.757320969729594,5.746755277095625
4153,20,21,10098.332209999999,2015,3,10,8,6,6,40,39.241885424740005,39.102082383149835,39.085493261906464
4154,21,18,628.8036587,2015,9,38,18,4,6,7,5.950013687728356,5.999091170866437,5.983907907590554
4155,13,11,161.5943334,2015,2,8,22,6,6,7,5.984474785540405,5.842899221067237,5.83265297145587
4156,11,20,506.2098107,2015,7,27,3,4,6,9,6.780187550737599,6.760200627011008,6.750528945074558
4157,20,21,10098.332209999999,2015,3,12,22,6,6,41,39.221703397329705,39.09192367247833,39.07633034938461
4158,21,18,628.8036587,2015,8,32,5,2,6,8,5.970285382618156,6.03242082516986,6.022422243693809
4159,13,11,161.5943334,2016,7,26,3,6,6,6,5.896474519722018,5.829968711678715,5.817864349833611
4160,11,22,234.4704,2016,3,11,19,5,6,5,5.8109401616394205,5.688953452454843,5.678949662311295
4161,22,20,624.1703,2016,3,13,30,2,6,6,5.806150162801467,5.774684925869336,5.767336211224896
4162,20,21,10098.332209999999,2016,11,44,4,4,6,40,39.02854839531416,39.08299132514766,39.07383630913809
4163,21,18,628.8036587,2016,5,21,27,4,6,8,6.052249735210816,6.015142765151111,6.00255930517862
4164,18,17,688.4059453,2016,10,40,6,3,6,10,6.603149591895841,6.670452975474342,6.6618581607472915
4165,13,11,161.5943334,2016,1,3,18,0,6,6,5.95513056610625,5.908380730618497,5.917870062556391
4166,11,20,506.2098107,2016,1,4,30,5,6,12,6.918978071448718,6.76571937100635,6.758475954702577
4167,20,21,10098.332209999999,2016,2,7,17,2,6,39,39.21651409795155,39.141081022616035,39.140922877218905
4168,21,18,628.8036587,2016,2,5,4,3,6,5,6.149439958149882,6.058256990508209,6.048695078365528
4169,18,17,688.4059453,2016,4,15,13,2,6,8,6.735140267405887,6.7070582307837014,6.703064317226099
4170,13,11,161.5943334,2019,3,9,2,5,6,8,6.013139966569588,5.877127968661336,5.8871583321888625
4171,11,22,234.4704,2019,2,7,17,6,6,5,5.874893739169165,5.703355375018516,5.710363799982305
4172,22,20,624.1703,2019,2,9,28,3,6,5,5.870103740331215,5.789086848433007,5.7987503488959025
4173,20,23,644.2606097,2019,11,44,3,6,6,5,5.861439670942145,5.874598862940635,5.870945783884368
4174,23,19,4247.728669,2019,3,12,22,4,6,19,18.48187372394605,18.389463195504458,18.39549606754543
4175,13,11,161.5943334,2017,6,25,19,0,6,7,5.833575373396185,5.885631694727488,5.9001919082200605
4176,11,20,506.2098107,2017,2,6,7,1,6,13,6.884753161607003,6.820698488448793,6.831421120120686
4177,20,23,644.2606097,2017,7,29,21,4,6,5,5.898090798425423,5.890941401828268,5.8825307972868845
