Routes,Latitude,Longitude
"['Qingdao', 'Shanghai', 'Ningbo', 'Wenzhou', 'Busan', 'Long Beach']","36.05308151245121, 36.028415700000004, 36.0216141, 36.01717, 36.004951500000004, 35.9952316, 35.9807854, 35.9487076, 35.8048726, 35.6610141, 35.517132200000006, 35.373227299999996, 35.229299499999996, 35.0853489, 34.9413759, 34.7973805, 34.6533631, 34.5093237, 34.3652626, 34.2211799, 34.077076, 33.9329508, 33.7888047, 33.6446378, 33.500450300000004, 33.3562424, 33.2120142, 33.067766, 32.9234978, 32.77921, 32.634902600000004, 32.4905758, 32.3462298, 32.201864799999996, 32.0574809, 31.9130783, 31.684904100000004, 31.6780472, 31.677709600000004, 31.509882, 31.5092602, 31.5067272, 31.4952641, 31.4987164, 31.5024567, 31.479959499999996, 31.4671593, 31.4241505, 31.4154167, 31.3929348, 31.3913956, 31.388429600000002, 31.383409499999996, 31.378023100000004, 31.3696079, 31.3655434, 31.3649979, 31.3641033, 31.3620739, 31.3610058, 31.354581800000002, 31.352638199999998, 31.351697899999998, 31.3509827, 31.348527899999997, 31.346828499999997, 31.339979200000002, 31.3286705, 31.3182602, 31.2816017, 31.2816017, 31.3182602, 31.3286705, 31.339979200000002, 31.346828499999997, 31.348527899999997, 31.3509827, 31.351697899999998, 31.352638199999998, 31.354581800000002, 31.3610058, 31.3620739, 31.3641033, 31.3649979, 31.3655434, 31.3696079, 31.378023100000004, 31.383409499999996, 31.388429600000002, 31.3913956, 31.3929348, 31.4047966, 31.3105278, 31.293808000000002, 31.274442699999998, 31.244800599999998, 31.215150800000004, 31.196064, 31.166984600000003, 31.138631800000002, 31.122028399999998, 31.100421899999997, 31.088663099999998, 31.049846600000002, 31.040580699999996, 30.996151, 30.9764309, 30.941986100000005, 30.804533000000003, 30.7713337, 30.741167100000002, 30.7228336, 30.699832899999997, 30.690332399999996, 30.6798325, 30.6733341, 30.652669899999996, 30.651666600000002, 30.5813332, 30.5703778, 30.5594044, 30.555450399999994, 30.552349100000004, 30.5470505, 30.5452499, 30.534973100000002, 30.5303154, 30.505886100000005, 30.498815500000003, 30.4729353, 30.4470158, 30.3868141, 30.3570538, 30.289331400000002, 30.229236600000004, 30.206974, 30.092861199999998, 30.0804577, 30.0598087, 30.027935, 29.997240100000003, 29.936066544839697, 29.936066544839697, 29.970253000000003, 29.9723339, 29.968542100000004, 29.9496918, 29.936193499999998, 29.9262619, 29.926076899999998, 29.8441429, 29.836624100000005, 29.823741899999998, 29.8109341, 29.790451, 29.7491016, 29.6488838, 29.5992066, 29.5495239, 29.4998358, 29.4501423, 29.4004434, 29.3507392, 29.301029600000003, 29.2513147, 29.201594399999998, 29.1518689, 29.102138099999998, 29.052402, 29.002660700000003, 28.9529141, 28.9031623, 28.853405300000002, 28.803643100000006, 28.7538757, 28.7090034, 28.649229, 28.624870299999998, 28.5829391, 28.5242844, 28.4944305, 28.4739857, 28.398454700000002, 28.3717442, 28.2954235, 28.2528534, 28.211118699999997, 28.152605100000002, 28.090019199999997, 28.0548534, 28.0450153, 28.0230255, 28.0152397, 27.981878299999998, 27.970974, 27.9672565, 27.962484399999997, 27.9588833, 27.942934, 27.948549300000003, 27.946332899999998, 27.937267300000002, 27.9383163, 27.9392414, 27.9404659, 27.958139399999997, 27.967382399999995, 27.9791164, 27.9889603, 27.990365999999998, 27.984231899999997, 27.9780855178833, 27.97808552, 27.984231899999997, 27.990365999999998, 27.9889603, 27.9791164, 27.967382399999995, 27.958139399999997, 27.9404659, 27.9392414, 27.9383163, 27.937267300000002, 27.946332899999998, 27.9517498, 27.963933899999997, 27.9735508, 27.984500899999997, 28.0071163, 28.0184002, 28.017883299999998, 28.0379658, 28.067348499999998, 28.0957489, 28.142693800000004, 28.189594300000003, 28.2327919, 28.268486, 28.324148200000003, 28.3703327, 28.5244955, 28.678444899999995, 28.832180800000003, 28.9857032, 29.139012, 29.292106800000003, 29.444987400000002, 29.5976533, 29.7501041, 29.902339299999998, 30.0543581, 30.2061599, 30.357744, 30.509109600000002, 30.660255699999997, 30.8111815, 30.9618859, 31.1123679, 31.262626399999995, 31.4126604, 31.562481899999995, 31.7120891, 31.86148, 32.0106526, 32.1596051, 32.3083352, 32.4568412, 32.605120899999996, 32.7531722, 32.900993199999995, 33.0485817, 33.195935600000006, 33.3430528, 33.4899312, 33.636568700000005, 33.782963, 33.929111999999996, 34.075013500000004, 34.2206652, 34.366065, 34.511210600000005, 34.5921767, 34.673105799999995, 34.753997600000005, 34.8348519, 34.9156685, 35.0018349, 35.0074654, 35.0012054, 35.070049299999994, 35.07637020000001, 35.10485649, 35.1048564910889, 35.072013899999995, 35.0545921, 34.9471664, 35.0348771, 35.3265001, 35.6165534, 35.9050086, 36.191837, 36.477009100000004, 36.760495500000005, 37.0422661, 37.3222902, 37.600537, 37.876975, 38.1515726, 38.4242973, 38.695116600000006, 38.9639973, 39.2309059, 39.4958083, 39.758670200000005, 40.019456700000006, 40.2781324, 40.534661799999995, 40.7890086, 41.0411363, 41.291008000000005, 41.335472100000004, 41.37059779999999, 41.399807, 41.4291306, 41.4579887, 41.4817091, 41.5051099, 41.528469, 41.551786299999996, 41.57506179999999, 41.5948677, 41.6111679, 41.632299200000006, 41.653181200000006, 41.6738133, 41.694195, 41.7143261, 41.7342062, 41.753834999999995, 41.7732121, 41.792337200000006, 41.811210100000004, 41.8298303, 41.8481976, 41.866311700000004, 41.9164027, 42.2845185, 42.6456751, 42.99969779999999, 43.346410799999994, 43.6856366, 44.0171968, 44.340912100000004, 44.656602500000005, 44.964087799999994, 45.2631876, 45.553722, 45.835511600000004, 46.108378, 46.372130799999994, 46.6265968, 46.8716049, 47.106986600000006, 47.3325766, 47.548212899999996, 47.7537374, 47.9489966, 48.13384179999999, 48.3081299, 48.4717234, 48.624491299999995, 48.766309299999996, 48.8970606, 49.016636, 49.1249342, 49.2218627, 49.30733789999999, 49.3812852, 49.4436398, 49.4943466, 49.5619659, 49.6055812, 49.62616729999999, 49.6237011, 49.5981994, 49.5497184, 49.478353799999994, 49.384239799999996, 49.267548100000006, 49.1284867, 48.967298, 48.784257200000006, 48.57967, 48.35387070000001, 48.1072196, 47.8401004, 47.552918, 47.246096, 46.9200735, 46.5753037, 46.212250299999994, 45.831386, 45.43315, 45.01802360000001, 44.5864911, 44.1390376, 43.6761474, 43.198302399999996, 42.705980600000004, 42.1996551, 41.679792799999994, 41.1468533, 40.601288399999994, 40.043541, 39.474044899999996, 38.893224, 38.301491999999996, 37.6992524, 37.0868977, 36.4648099, 35.83336, 35.1929083, 34.543804200000004, 34.403511, 34.0407104, 33.599037200000005, 33.598465000000004, 33.603057899999996, 33.6374893, 33.75493","120.272720336914, 120.2855301, 120.31865690000001, 120.3408051, 120.40431979999998, 120.44705959999999, 120.5138397, 120.6835327, 120.73693670000002, 120.7901476, 120.84316709999999, 120.8959967, 120.94863829999998, 121.0010933, 121.0533635, 121.10545049999999, 121.15735579999999, 121.20908100000001, 121.2606278, 121.3119976, 121.3631919, 121.41421229999999, 121.46506029999999, 121.5157374, 121.566245, 121.6165846, 121.6667577, 121.71676570000001, 121.76661000000001, 121.81629199999999, 121.86581310000001, 121.9151747, 121.96437820000001, 122.0134249, 122.0623162, 122.1110535, 121.9182892, 121.8785782, 121.8485565, 121.6214142, 121.61364750000001, 121.60554499999999, 121.57377620000001, 121.528038, 121.4868469, 121.4415817, 121.45525359999999, 121.50182340000002, 121.51203159999999, 121.5205383, 121.5137405, 121.50737, 121.50271609999999, 121.49998470000001, 121.49969479999999, 121.4983139, 121.49823, 121.49966429999999, 121.4996872, 121.499054, 121.5077591, 121.51029209999999, 121.51354979999999, 121.5173035, 121.5193558, 121.5253067, 121.54428859999999, 121.55690770000001, 121.56073, 121.56551499999999, 121.56551499999999, 121.56073, 121.55690770000001, 121.54428859999999, 121.5253067, 121.5193558, 121.5173035, 121.51354979999999, 121.51029209999999, 121.5077591, 121.499054, 121.4996872, 121.49966429999999, 121.49823, 121.4983139, 121.49969479999999, 121.49998470000001, 121.50271609999999, 121.50737, 121.5137405, 121.5205383, 121.5414047, 121.7046585, 121.7261124, 121.74499509999998, 121.77468870000001, 121.80301670000001, 121.8215561, 121.85451509999999, 121.89244840000002, 121.9207764, 121.966095, 121.9987106, 122.1336365, 122.2697601, 122.49343870000001, 122.5214157, 122.5215912, 122.56390379999999, 122.5593338, 122.5577164, 122.56733700000001, 122.55683140000001, 122.5271683, 122.51349640000001, 122.50716399999999, 122.5281219, 122.5289993, 122.52641299999999, 122.47769380000001, 122.42898559999999, 122.3756638, 122.36036680000001, 122.31406399999999, 122.2853012, 122.25471499999999, 122.2237396, 122.1364365, 122.0932465, 122.02145, 121.94969180000001, 121.86727140000002, 121.8193588, 121.8201294, 121.8282547, 121.7918472, 121.80207060000001, 121.80198670000001, 121.80327609999999, 121.80361940000002, 121.80507659999998, 121.844334447703, 121.844334447703, 121.95450590000002, 121.96369170000001, 121.98210139999999, 122.00291440000001, 122.01716609999998, 122.027977, 122.1192169, 122.2092514, 122.212944, 122.22530359999999, 122.2373199, 122.2647018, 122.3192902, 122.4926147, 122.46568870000002, 122.43878909999998, 122.41191599999999, 122.3850693, 122.35824879999998, 122.33145449999999, 122.30468640000001, 122.2779443, 122.25122820000001, 122.224538, 122.19787360000001, 122.17123500000001, 122.14462209999999, 122.11803470000001, 122.0914729, 122.0649366, 122.0384257, 122.01194, 121.97895049999998, 121.93877409999999, 121.92089840000001, 121.8866501, 121.84081270000001, 121.82672120000001, 121.8243713, 121.8059692, 121.79901890000001, 121.77580259999998, 121.75337979999999, 121.71358490000001, 121.65567779999999, 121.5967712, 121.5323105, 121.5098038, 121.4398575, 121.4116287, 121.35791019999999, 121.3443832, 121.28488159999999, 121.25241090000002, 121.22388459999999, 121.1839523, 121.17233279999999, 121.16933440000001, 121.13162990000001, 121.09500120000001, 121.0737686, 121.022728, 120.9688263, 120.949913, 120.92156979999999, 120.9009247, 120.8533554, 120.83318329999999, 120.793769836426, 120.79376979999999, 120.83318329999999, 120.8533554, 120.9009247, 120.92156979999999, 120.949913, 120.9688263, 121.022728, 121.0737686, 121.09500120000001, 121.13162990000001, 121.16933440000001, 121.1944199, 121.23188020000002, 121.2755203, 121.31861880000001, 121.40103149999999, 121.44168090000001, 121.50146480000001, 121.51898190000001, 121.56145479999999, 121.61007690000001, 121.68835449999999, 121.7667007, 121.8360672, 121.88864140000001, 121.9498825, 122.0149994, 122.1714513, 122.3283129, 122.4855897, 122.6432872, 122.80141100000002, 122.95996629999999, 123.11895859999998, 123.27839309999999, 123.4382751, 123.5986098, 123.7594023, 123.9206578, 124.0823814, 124.2445781, 124.4072529, 124.5704108, 124.73405670000001, 124.89819569999999, 125.0628325, 125.22797209999999, 125.39364029999999, 125.55984129999999, 125.7265791, 125.8938577, 126.0616813, 126.2300541, 126.3989801, 126.56846359999999, 126.73850859999999, 126.9091196, 127.08030049999999, 127.2520557, 127.4243895, 127.5973061, 127.7708097, 127.9449047, 128.1195955, 128.2948862, 128.4707814, 128.6472853, 128.8244024, 128.8917926, 128.9593143, 129.02696799999998, 129.0947543, 129.162674, 129.1481628, 129.14830020000002, 129.1447601, 129.1451416, 129.1195679, 129.0712585, 129.07125854492202, 129.1163025, 129.1314087, 129.11566159999998, 129.27029850000002, 129.7053528, 130.1435487, 130.5849256, 131.0295228, 131.47737949999998, 131.92853459999998, 132.3830269, 132.8408949, 133.302177, 133.76691110000002, 134.23513469999997, 134.7068852, 135.18219919999999, 135.6611132, 136.1436627, 136.6298832, 137.1198091, 137.6134743, 138.1109121, 138.6121547, 139.1172338, 139.6261799, 140.13902280000002, 140.22686769999999, 140.293396, 140.34375, 140.399765, 140.4570007, 140.52151740000002, 140.590892, 140.66031669999998, 140.7297915, 140.7993164, 140.8795929, 140.9925385, 141.16221130000002, 141.3319868, 141.50187169999998, 141.671865, 141.84196530000003, 142.0121716, 142.1824826, 142.35289709999998, 142.5234139, 142.69403190000003, 142.86474980000003, 143.03556630000003, 143.2064802, 143.3617695, 144.25366340000002, 145.156019, 146.0688831, 146.99229, 147.92626040000002, 148.8708007, 149.82590180000003, 150.7915389, 151.76766999999998, 152.7542355, 153.751157, 154.7583372, 155.77565859999999, 156.8029319, 157.8399985, 158.886678, 159.9427679, 161.0080428, 162.0822549, 163.165133, 164.2563831, 165.3556882, 166.4627085, 167.57708200000002, 168.6984246, 169.8263312, 170.960376, 172.1001138, 173.2450807, 174.3947958, 175.5487621, 176.7064681, 177.8673894, 179.0309906, -179.19709780000002, -177.56263969999998, -175.92636169999997, -174.289793, -172.65446609999998, -171.021906, -169.3936193, -167.7710845, -166.1557415, -164.54898269999998, -162.9521445, -161.3664999, -159.7932516, -158.23352680000002, -156.68837230000003, -155.1587516, -153.64554209999997, -152.14953390000002, -150.67142959999998, -149.2118445, -147.7713084, -146.3502672, -144.9489782, -143.56773859999998, -142.206771, -140.8662272, -139.54619240000002, -138.2466897, -136.96768480000003, -135.7090899, -134.4707688, -133.25254099999998, -132.0541861, -130.875448, -129.7160387, -128.5756422, -127.4539179, -126.3505041, -125.26502109999998, -124.19707379999998, -123.1462547, -122.11214609999999, -121.09432220000001, -120.86746219999999, -119.2675781, -118.34095, -118.29528810000001, -118.2695236, -118.2956314, -118.21435"
"['Qingdao', 'Shanghai', 'Ningbo', 'Busan', 'Long Beach']","36.05308151245121, 36.028415700000004, 36.0216141, 36.01717, 36.004951500000004, 35.9952316, 35.9807854, 35.9487076, 35.8048726, 35.6610141, 35.517132200000006, 35.373227299999996, 35.229299499999996, 35.0853489, 34.9413759, 34.7973805, 34.6533631, 34.5093237, 34.3652626, 34.2211799, 34.077076, 33.9329508, 33.7888047, 33.6446378, 33.500450300000004, 33.3562424, 33.2120142, 33.067766, 32.9234978, 32.77921, 32.634902600000004, 32.4905758, 32.3462298, 32.201864799999996, 32.0574809, 31.9130783, 31.684904100000004, 31.6780472, 31.677709600000004, 31.509882, 31.5092602, 31.5067272, 31.4952641, 31.4987164, 31.5024567, 31.479959499999996, 31.4671593, 31.4241505, 31.4154167, 31.3929348, 31.3913956, 31.388429600000002, 31.383409499999996, 31.378023100000004, 31.3696079, 31.3655434, 31.3649979, 31.3641033, 31.3620739, 31.3610058, 31.354581800000002, 31.352638199999998, 31.351697899999998, 31.3509827, 31.348527899999997, 31.346828499999997, 31.339979200000002, 31.3286705, 31.3182602, 31.2816017, 31.2816017, 31.3182602, 31.3286705, 31.339979200000002, 31.346828499999997, 31.348527899999997, 31.3509827, 31.351697899999998, 31.352638199999998, 31.354581800000002, 31.3610058, 31.3620739, 31.3641033, 31.3649979, 31.3655434, 31.3696079, 31.378023100000004, 31.383409499999996, 31.388429600000002, 31.3913956, 31.3929348, 31.4047966, 31.3105278, 31.293808000000002, 31.274442699999998, 31.244800599999998, 31.215150800000004, 31.196064, 31.166984600000003, 31.138631800000002, 31.122028399999998, 31.100421899999997, 31.088663099999998, 31.049846600000002, 31.040580699999996, 30.996151, 30.9764309, 30.941986100000005, 30.804533000000003, 30.7713337, 30.741167100000002, 30.7228336, 30.699832899999997, 30.690332399999996, 30.6798325, 30.6733341, 30.652669899999996, 30.651666600000002, 30.5813332, 30.5703778, 30.5594044, 30.555450399999994, 30.552349100000004, 30.5470505, 30.5452499, 30.534973100000002, 30.5303154, 30.505886100000005, 30.498815500000003, 30.4729353, 30.4470158, 30.3868141, 30.3570538, 30.289331400000002, 30.229236600000004, 30.206974, 30.092861199999998, 30.0804577, 30.0598087, 30.027935, 29.997240100000003, 29.936066544839697, 29.936066544839697, 29.996868100000004, 30.0285282, 30.0599575, 30.0930099, 30.270982699999998, 30.2502174, 30.241863300000002, 30.235866499999997, 30.289386699999998, 30.2927418, 30.309732399999998, 30.335186, 30.345771799999998, 30.3561058, 30.365501399999996, 30.3714924, 30.3738289, 30.3734093, 30.374477399999996, 30.377053200000002, 30.3796382, 30.382220899999997, 30.3848011, 30.387379, 30.389954600000003, 30.3925277, 30.3950985, 30.3976669, 30.434164000000003, 30.441751500000002, 30.479755199999996, 30.5177354, 30.5556918, 30.593624600000005, 30.631533500000003, 30.6694186, 30.7072799, 30.745117200000003, 30.8198128, 30.987364399999997, 31.1543751, 31.3209178, 31.486987899999995, 31.6525804, 31.817690600000002, 31.9823137, 32.146444699999996, 32.3100788, 32.473211, 32.6358362, 32.7979495, 32.9595457, 33.1206198, 33.281166600000006, 33.4402373, 33.5987792, 33.756787100000004, 33.87829779999999, 33.9995589, 34.1205685, 34.2413247, 34.361825700000004, 34.4820695, 34.5544096, 34.626720399999996, 34.6990018, 34.7712537, 34.843476, 34.9156685, 35.0018349, 35.0074654, 35.0012054, 35.070049299999994, 35.07637020000001, 35.1048564910889, 35.1048564910889, 35.072013899999995, 35.0545921, 34.9471664, 35.0348771, 35.3265001, 35.6165534, 35.9050086, 36.191837, 36.477009100000004, 36.760495500000005, 37.0422661, 37.3222902, 37.600537, 37.876975, 38.1515726, 38.4242973, 38.695116600000006, 38.9639973, 39.2309059, 39.4958083, 39.758670200000005, 40.019456700000006, 40.2781324, 40.534661799999995, 40.7890086, 41.0411363, 41.291008000000005, 41.335472100000004, 41.37059779999999, 41.399807, 41.4291306, 41.4579887, 41.4817091, 41.5051099, 41.528469, 41.551786299999996, 41.57506179999999, 41.5948677, 41.6111679, 41.632299200000006, 41.653181200000006, 41.6738133, 41.694195, 41.7143261, 41.7342062, 41.753834999999995, 41.7732121, 41.792337200000006, 41.811210100000004, 41.8298303, 41.8481976, 41.866311700000004, 41.9164027, 42.2845185, 42.6456751, 42.99969779999999, 43.346410799999994, 43.6856366, 44.0171968, 44.340912100000004, 44.656602500000005, 44.964087799999994, 45.2631876, 45.553722, 45.835511600000004, 46.108378, 46.372130799999994, 46.6265968, 46.8716049, 47.106986600000006, 47.3325766, 47.548212899999996, 47.7537374, 47.9489966, 48.13384179999999, 48.3081299, 48.4717234, 48.624491299999995, 48.766309299999996, 48.8970606, 49.016636, 49.1249342, 49.2218627, 49.30733789999999, 49.3812852, 49.4436398, 49.4943466, 49.5619659, 49.6055812, 49.62616729999999, 49.6237011, 49.5981994, 49.5497184, 49.478353799999994, 49.384239799999996, 49.267548100000006, 49.1284867, 48.967298, 48.784257200000006, 48.57967, 48.35387070000001, 48.1072196, 47.8401004, 47.552918, 47.246096, 46.9200735, 46.5753037, 46.212250299999994, 45.831386, 45.43315, 45.01802360000001, 44.5864911, 44.1390376, 43.6761474, 43.198302399999996, 42.705980600000004, 42.1996551, 41.679792799999994, 41.1468533, 40.601288399999994, 40.043541, 39.474044899999996, 38.893224, 38.301491999999996, 37.6992524, 37.0868977, 36.4648099, 35.83336, 35.1929083, 34.543804200000004, 34.403511, 34.0407104, 33.599037200000005, 33.598465000000004, 33.603057899999996, 33.6374893, 33.75493","120.272720336914, 120.2855301, 120.31865690000001, 120.3408051, 120.40431979999998, 120.44705959999999, 120.5138397, 120.6835327, 120.73693670000002, 120.7901476, 120.84316709999999, 120.8959967, 120.94863829999998, 121.0010933, 121.0533635, 121.10545049999999, 121.15735579999999, 121.20908100000001, 121.2606278, 121.3119976, 121.3631919, 121.41421229999999, 121.46506029999999, 121.5157374, 121.566245, 121.6165846, 121.6667577, 121.71676570000001, 121.76661000000001, 121.81629199999999, 121.86581310000001, 121.9151747, 121.96437820000001, 122.0134249, 122.0623162, 122.1110535, 121.9182892, 121.8785782, 121.8485565, 121.6214142, 121.61364750000001, 121.60554499999999, 121.57377620000001, 121.528038, 121.4868469, 121.4415817, 121.45525359999999, 121.50182340000002, 121.51203159999999, 121.5205383, 121.5137405, 121.50737, 121.50271609999999, 121.49998470000001, 121.49969479999999, 121.4983139, 121.49823, 121.49966429999999, 121.4996872, 121.499054, 121.5077591, 121.51029209999999, 121.51354979999999, 121.5173035, 121.5193558, 121.5253067, 121.54428859999999, 121.55690770000001, 121.56073, 121.56551499999999, 121.56551499999999, 121.56073, 121.55690770000001, 121.54428859999999, 121.5253067, 121.5193558, 121.5173035, 121.51354979999999, 121.51029209999999, 121.5077591, 121.499054, 121.4996872, 121.49966429999999, 121.49823, 121.4983139, 121.49969479999999, 121.49998470000001, 121.50271609999999, 121.50737, 121.5137405, 121.5205383, 121.5414047, 121.7046585, 121.7261124, 121.74499509999998, 121.77468870000001, 121.80301670000001, 121.8215561, 121.85451509999999, 121.89244840000002, 121.9207764, 121.966095, 121.9987106, 122.1336365, 122.2697601, 122.49343870000001, 122.5214157, 122.5215912, 122.56390379999999, 122.5593338, 122.5577164, 122.56733700000001, 122.55683140000001, 122.5271683, 122.51349640000001, 122.50716399999999, 122.5281219, 122.5289993, 122.52641299999999, 122.47769380000001, 122.42898559999999, 122.3756638, 122.36036680000001, 122.31406399999999, 122.2853012, 122.25471499999999, 122.2237396, 122.1364365, 122.0932465, 122.02145, 121.94969180000001, 121.86727140000002, 121.8193588, 121.8201294, 121.8282547, 121.7918472, 121.80207060000001, 121.80198670000001, 121.80327609999999, 121.80361940000002, 121.80507659999998, 121.844334447703, 121.844334447703, 121.80953980000001, 121.8077393, 121.8061905, 121.8054199, 121.88293459999998, 121.9114304, 121.9368362, 121.9730682, 122.00866699999999, 122.01871489999999, 122.0427017, 122.0689163, 122.09681699999999, 122.1254272, 122.15168759999999, 122.1724777, 122.2291107, 122.2750092, 122.3500824, 122.36766829999999, 122.38531090000002, 122.4029544, 122.4205988, 122.43824409999999, 122.45589040000002, 122.47353759999999, 122.4911858, 122.5088348, 122.57725520000001, 122.6117935, 122.66740619999999, 122.7230623, 122.7787618, 122.83450500000001, 122.8902918, 122.9461223, 123.0019966, 123.05791470000001, 123.2043915, 123.4493483, 123.69500910000001, 123.94153590000002, 124.18893519999999, 124.43721310000001, 124.68637609999999, 124.93643030000001, 125.187382, 125.4392376, 125.6920031, 125.94568500000001, 126.2002892, 126.45582209999999, 126.7122899, 126.9696985, 127.2259253, 127.48309180000001, 127.74120400000001, 127.91675579999999, 128.0928078, 128.26936270000002, 128.446423, 128.62399150000002, 128.8020709, 128.8619097, 128.9218526, 128.9819001, 129.04205249999998, 129.1023103, 129.162674, 129.1481628, 129.14830020000002, 129.1447601, 129.1451416, 129.1195679, 129.07125854492202, 129.07125854492202, 129.1163025, 129.1314087, 129.11566159999998, 129.27029850000002, 129.7053528, 130.1435487, 130.5849256, 131.0295228, 131.47737949999998, 131.92853459999998, 132.3830269, 132.8408949, 133.302177, 133.76691110000002, 134.23513469999997, 134.7068852, 135.18219919999999, 135.6611132, 136.1436627, 136.6298832, 137.1198091, 137.6134743, 138.1109121, 138.6121547, 139.1172338, 139.6261799, 140.13902280000002, 140.22686769999999, 140.293396, 140.34375, 140.399765, 140.4570007, 140.52151740000002, 140.590892, 140.66031669999998, 140.7297915, 140.7993164, 140.8795929, 140.9925385, 141.16221130000002, 141.3319868, 141.50187169999998, 141.671865, 141.84196530000003, 142.0121716, 142.1824826, 142.35289709999998, 142.5234139, 142.69403190000003, 142.86474980000003, 143.03556630000003, 143.2064802, 143.3617695, 144.25366340000002, 145.156019, 146.0688831, 146.99229, 147.92626040000002, 148.8708007, 149.82590180000003, 150.7915389, 151.76766999999998, 152.7542355, 153.751157, 154.7583372, 155.77565859999999, 156.8029319, 157.8399985, 158.886678, 159.9427679, 161.0080428, 162.0822549, 163.165133, 164.2563831, 165.3556882, 166.4627085, 167.57708200000002, 168.6984246, 169.8263312, 170.960376, 172.1001138, 173.2450807, 174.3947958, 175.5487621, 176.7064681, 177.8673894, 179.0309906, -179.19709780000002, -177.56263969999998, -175.92636169999997, -174.289793, -172.65446609999998, -171.021906, -169.3936193, -167.7710845, -166.1557415, -164.54898269999998, -162.9521445, -161.3664999, -159.7932516, -158.23352680000002, -156.68837230000003, -155.1587516, -153.64554209999997, -152.14953390000002, -150.67142959999998, -149.2118445, -147.7713084, -146.3502672, -144.9489782, -143.56773859999998, -142.206771, -140.8662272, -139.54619240000002, -138.2466897, -136.96768480000003, -135.7090899, -134.4707688, -133.25254099999998, -132.0541861, -130.875448, -129.7160387, -128.5756422, -127.4539179, -126.3505041, -125.26502109999998, -124.19707379999998, -123.1462547, -122.11214609999999, -121.09432220000001, -120.86746219999999, -119.2675781, -118.34095, -118.29528810000001, -118.2695236, -118.2956314, -118.21435"
