Origin,Destination,Latitude,Longitude,Distance,Days,TradeRoute,
Guangzhou,Long Beach,"22.95496178,22.8095875,22.8064995,22.8045616,22.8064308,22.805666,22.8063679,22.8024216,22.7869568,22.7833157,22.772501,22.7712994,22.7676659,22.7620335,22.7566662,22.7383995,22.6689739,22.6195316,22.5495167,22.4638672,22.3774166,22.3064041,22.2309513,22.199007,22.1629238,22.1381226,22.1066341,22.1067944,22.1317158,22.1254005,22.1249237,22.1258774,22.1254005,22.1252842,22.1721333,22.2188873,22.265546,22.3121091,22.3585764,22.4049475,22.4512222,22.4974001,22.5434811,22.5894647,22.6353508,22.681139,22.7268291,22.7724207,22.8179136,22.8633075,22.9086022,22.9497809,22.9908954,23.0319456,23.0729313,23.1138522,23.1547083,23.1954994,23.2309113,23.2788506,23.3937604,23.5085532,23.6232282,23.7377844,23.8522211,23.9665373,24.0807323,24.194805,24.3087548,24.4225806,24.5362816,24.6498569,24.7633057,24.876627,24.9112892,24.9560165,25.0092993,25.0669374,25.1296281,25.1976461,25.2710237,25.3704943,25.4723847,25.6487299,25.8246773,26.0002199,26.175352,26.3500686,26.5243658,26.6982405,26.8716904,27.0447137,27.2173095,27.3894772,27.5612169,27.732529,27.9034143,28.0738741,28.24391,28.4135314,28.5827476,28.7515671,28.919998,29.088048,29.2557241,29.4230332,29.5899815,29.7565751,29.9228194,30.0887196,30.2542807,30.4195071,30.584403,30.7489724,30.9132188,31.0771457,31.240756,31.4040527,31.5671302,31.7299863,31.892619,32.0550258,32.2172047,32.3791534,32.5408695,32.7023508,32.8635951,33.0245998,33.1853627,33.3458815,33.5061536,33.6661767,33.8259483,33.9854661,34.1447273,34.3037297,34.4624706,34.6209474,34.7791577,34.8700839,35.2126268,35.5531803,35.8917022,36.2281494,36.5624782,36.894644,37.2246013,37.5523042,37.8777057,38.200758,38.5214127,38.8396204,39.1553311,39.4684937,39.7790567,40.0869673,40.3921723,40.6946175,40.994248,41.291008,41.3354721,41.3705978,41.399807,41.4291306,41.4579887,41.4817091,41.5051099,41.528469,41.5517863,41.5750618,41.5948677,41.6111679,41.6322992,41.6531812,41.6738133,41.694195,41.7143261,41.7342062,41.753835,41.7732121,41.7923372,41.8112101,41.8298303,41.8481976,41.8663117,41.9164027,42.2845185,42.6456751,42.9996978,43.3464108,43.6856366,44.0171968,44.3409121,44.6566025,44.9640878,45.2631876,45.553722,45.8355116,46.108378,46.3721308,46.6265968,46.8716049,47.1069866,47.3325766,47.5482129,47.7537374,47.9489966,48.1338418,48.3081299,48.4717234,48.6244913,48.7663093,48.8970606,49.016636,49.1249342,49.2218627,49.3073379,49.3812852,49.4436398,49.4943466,49.5619659,49.6055812,49.6261673,49.6237011,49.5981994,49.5497184,49.4783538,49.3842398,49.2675481,49.1284867,48.967298,48.7842572,48.57967,48.3538707,48.1072196,47.8401004,47.552918,47.246096,46.9200735,46.5753037,46.2122503,45.831386,45.43315,45.0180236,44.5864911,44.1390376,43.6761474,43.1983024,42.7059806,42.1996551,41.6797928,41.1468533,40.6012884,40.043541,39.4740449,38.893224,38.301492,37.6992524,37.0868977,36.4648099,35.83336,35.1929083,34.5438042,34.403511,34.0407104,33.5990372,33.598465,33.6030579,33.6374893,33.75493","113.483284,113.5836258,113.5912323,113.5920868,113.5958786,113.6001663,113.6083298,113.6118164,113.6241455,113.6264496,113.6346207,113.6430664,113.6460648,113.6422501,113.6462708,113.6591797,113.6878052,113.7016296,113.7214127,113.7537155,113.7770844,113.7891693,113.8138962,113.8207626,113.8326111,113.8447952,113.8449707,113.8525238,114.0111542,114.1390228,114.1963577,114.2571259,114.33815,114.4917145,114.616477,114.7413221,114.8662503,114.9912618,115.1163565,115.2415347,115.3667964,115.4921416,115.6175705,115.743083,115.8686793,115.9943594,116.1201234,116.2459713,116.3719033,116.4979193,116.6240195,116.7251959,116.8264339,116.9277336,117.0290949,117.1305179,117.2320028,117.3335495,117.3924103,117.4514008,117.5869233,117.722681,117.8586755,117.9949081,118.1313804,118.2680938,118.4050498,118.5422499,118.6796955,118.8173882,118.9553293,119.0935205,119.2319632,119.3706589,119.4509354,119.5363464,119.5970685,119.6612506,119.7293984,119.8016648,119.8780067,119.9724842,120.06881,120.2247123,120.3808846,120.5373248,120.6940319,120.8510055,121.0082459,121.1657542,121.3235319,121.4815812,121.6399048,121.7985058,121.9573878,122.1165547,122.276011,122.4357613,122.5958105,122.7561709,122.9168542,123.0778719,123.2392353,123.4009554,123.5630428,123.725508,123.8883613,124.0516126,124.2152718,124.3793484,124.5438518,124.7087913,124.8741759,125.0400144,125.2063156,125.3730882,125.5403404,125.7080806,125.8764052,126.0453192,126.2148275,126.3849353,126.5556476,126.7269695,126.8989063,127.071463,127.2446449,127.4184571,127.5929051,127.7679939,127.943729,128.1201158,128.2971594,128.4748654,128.6532392,128.8322863,129.012012,129.192422,129.3735217,129.4856094,129.9754216,130.4693726,130.9675254,131.4699432,131.9766889,132.4878254,133.0034152,133.5235208,134.0482043,134.5775272,135.1115506,135.6503353,136.193941,136.742427,137.2958516,137.8542721,138.417745,138.9863254,139.5600671,140.1390228,140.2268677,140.293396,140.34375,140.399765,140.4570007,140.5215174,140.590892,140.6603167,140.7297915,140.7993164,140.8795929,140.9925385,141.1622113,141.3319868,141.5018717,141.671865,141.8419653,142.0121716,142.1824826,142.3528971,142.5234139,142.6940319,142.8647498,143.0355663,143.2064802,143.3617695,144.2536634,145.156019,146.0688831,146.99229,147.9262604,148.8708007,149.8259018,150.7915389,151.76767,152.7542355,153.751157,154.7583372,155.7756586,156.8029319,157.8399985,158.886678,159.9427679,161.0080428,162.0822549,163.165133,164.2563831,165.3556882,166.4627085,167.577082,168.6984246,169.8263312,170.960376,172.1001138,173.2450807,174.3947958,175.5487621,176.7064681,177.8673894,179.0309906,-179.1970978,-177.5626397,-175.9263617,-174.289793,-172.6544661,-171.021906,-169.3936193,-167.7710845,-166.1557415,-164.5489827,-162.9521445,-161.3664999,-159.7932516,-158.2335268,-156.6883723,-155.1587516,-153.6455421,-152.1495339,-150.6714296,-149.2118445,-147.7713084,-146.3502672,-144.9489782,-143.5677386,-142.206771,-140.8662272,-139.5461924,-138.2466897,-136.9676848,-135.7090899,-134.4707688,-133.252541,-132.0541861,-130.875448,-129.7160387,-128.5756422,-127.4539179,-126.3505041,-125.2650211,-124.1970738,-123.1462547,-122.1121461,-121.0943222,-120.8674622,-119.2675781,-118.34095,-118.2952881,-118.2695236,-118.2956314,-118.21435",6445.04603,20,Panama,
Guangzhou,Los Angeles,"22.95496178,22.8095875,22.8064995,22.8045616,22.8064308,22.805666,22.8063679,22.8024216,22.7869568,22.7833157,22.772501,22.7712994,22.7676659,22.7620335,22.7566662,22.7383995,22.6689739,22.6195316,22.5495167,22.4638672,22.3774166,22.3064041,22.2309513,22.199007,22.1629238,22.1381226,22.1066341,22.1067944,22.1317158,22.1254005,22.1249237,22.1258774,22.1254005,22.1252842,22.1721333,22.2188873,22.265546,22.3121091,22.3585764,22.4049475,22.4512222,22.4974001,22.5434811,22.5894647,22.6353508,22.681139,22.7268291,22.7724207,22.8179136,22.8633075,22.9086022,22.9497809,22.9908954,23.0319456,23.0729313,23.1138522,23.1547083,23.1954994,23.2309113,23.2788506,23.3937604,23.5085532,23.6232282,23.7377844,23.8522211,23.9665373,24.0807323,24.194805,24.3087548,24.4225806,24.5362816,24.6498569,24.7633057,24.876627,24.9112892,24.9560165,25.0092993,25.0669374,25.1296281,25.1976461,25.2710237,25.3704943,25.4723847,25.6487299,25.8246773,26.0002199,26.175352,26.3500686,26.5243658,26.6982405,26.8716904,27.0447137,27.2173095,27.3894772,27.5612169,27.732529,27.9034143,28.0738741,28.24391,28.4135314,28.5827476,28.7515671,28.919998,29.088048,29.2557241,29.4230332,29.5899815,29.7565751,29.9228194,30.0887196,30.2542807,30.4195071,30.584403,30.7489724,30.9132188,31.0771457,31.240756,31.4040527,31.5671302,31.7299863,31.892619,32.0550258,32.2172047,32.3791534,32.5408695,32.7023508,32.8635951,33.0245998,33.1853627,33.3458815,33.5061536,33.6661767,33.8259483,33.9854661,34.1447273,34.3037297,34.4624706,34.6209474,34.7791577,34.8700839,35.2126268,35.5531803,35.8917022,36.2281494,36.5624782,36.894644,37.2246013,37.5523042,37.8777057,38.200758,38.5214127,38.8396204,39.1553311,39.4684937,39.7790567,40.0869673,40.3921723,40.6946175,40.994248,41.291008,41.3354721,41.3705978,41.399807,41.4291306,41.4579887,41.4817091,41.5051099,41.528469,41.5517863,41.5750618,41.5948677,41.6111679,41.6322992,41.6531812,41.6738133,41.694195,41.7143261,41.7342062,41.753835,41.7732121,41.7923372,41.8112101,41.8298303,41.8481976,41.8663117,41.9164027,42.2845185,42.6456751,42.9996978,43.3464108,43.6856366,44.0171968,44.3409121,44.6566025,44.9640878,45.2631876,45.553722,45.8355116,46.108378,46.3721308,46.6265968,46.8716049,47.1069866,47.3325766,47.5482129,47.7537374,47.9489966,48.1338418,48.3081299,48.4717234,48.6244913,48.7663093,48.8970606,49.016636,49.1249342,49.2218627,49.3073379,49.3812852,49.4436398,49.4943466,49.5619659,49.6055812,49.6261673,49.6237011,49.5981994,49.5497184,49.4783538,49.3842398,49.2675481,49.1284867,48.967298,48.7842572,48.57967,48.3538707,48.1072196,47.8401004,47.552918,47.246096,46.9200735,46.5753037,46.2122503,45.831386,45.43315,45.0180236,44.5864911,44.1390376,43.6761474,43.1983024,42.7059806,42.1996551,41.6797928,41.1468533,40.6012884,40.043541,39.4740449,38.893224,38.301492,37.6992524,37.0868977,36.4648099,35.83336,35.1929083,34.5438042,34.403511,34.0407104,33.5990372,33.598465,33.6030579,33.6374893,33.74483109","113.483284,113.5836258,113.5912323,113.5920868,113.5958786,113.6001663,113.6083298,113.6118164,113.6241455,113.6264496,113.6346207,113.6430664,113.6460648,113.6422501,113.6462708,113.6591797,113.6878052,113.7016296,113.7214127,113.7537155,113.7770844,113.7891693,113.8138962,113.8207626,113.8326111,113.8447952,113.8449707,113.8525238,114.0111542,114.1390228,114.1963577,114.2571259,114.33815,114.4917145,114.616477,114.7413221,114.8662503,114.9912618,115.1163565,115.2415347,115.3667964,115.4921416,115.6175705,115.743083,115.8686793,115.9943594,116.1201234,116.2459713,116.3719033,116.4979193,116.6240195,116.7251959,116.8264339,116.9277336,117.0290949,117.1305179,117.2320028,117.3335495,117.3924103,117.4514008,117.5869233,117.722681,117.8586755,117.9949081,118.1313804,118.2680938,118.4050498,118.5422499,118.6796955,118.8173882,118.9553293,119.0935205,119.2319632,119.3706589,119.4509354,119.5363464,119.5970685,119.6612506,119.7293984,119.8016648,119.8780067,119.9724842,120.06881,120.2247123,120.3808846,120.5373248,120.6940319,120.8510055,121.0082459,121.1657542,121.3235319,121.4815812,121.6399048,121.7985058,121.9573878,122.1165547,122.276011,122.4357613,122.5958105,122.7561709,122.9168542,123.0778719,123.2392353,123.4009554,123.5630428,123.725508,123.8883613,124.0516126,124.2152718,124.3793484,124.5438518,124.7087913,124.8741759,125.0400144,125.2063156,125.3730882,125.5403404,125.7080806,125.8764052,126.0453192,126.2148275,126.3849353,126.5556476,126.7269695,126.8989063,127.071463,127.2446449,127.4184571,127.5929051,127.7679939,127.943729,128.1201158,128.2971594,128.4748654,128.6532392,128.8322863,129.012012,129.192422,129.3735217,129.4856094,129.9754216,130.4693726,130.9675254,131.4699432,131.9766889,132.4878254,133.0034152,133.5235208,134.0482043,134.5775272,135.1115506,135.6503353,136.193941,136.742427,137.2958516,137.8542721,138.417745,138.9863254,139.5600671,140.1390228,140.2268677,140.293396,140.34375,140.399765,140.4570007,140.5215174,140.590892,140.6603167,140.7297915,140.7993164,140.8795929,140.9925385,141.1622113,141.3319868,141.5018717,141.671865,141.8419653,142.0121716,142.1824826,142.3528971,142.5234139,142.6940319,142.8647498,143.0355663,143.2064802,143.3617695,144.2536634,145.156019,146.0688831,146.99229,147.9262604,148.8708007,149.8259018,150.7915389,151.76767,152.7542355,153.751157,154.7583372,155.7756586,156.8029319,157.8399985,158.886678,159.9427679,161.0080428,162.0822549,163.165133,164.2563831,165.3556882,166.4627085,167.577082,168.6984246,169.8263312,170.960376,172.1001138,173.2450807,174.3947958,175.5487621,176.7064681,177.8673894,179.0309906,-179.1970978,-177.5626397,-175.9263617,-174.289793,-172.6544661,-171.021906,-169.3936193,-167.7710845,-166.1557415,-164.5489827,-162.9521445,-161.3664999,-159.7932516,-158.2335268,-156.6883723,-155.1587516,-153.6455421,-152.1495339,-150.6714296,-149.2118445,-147.7713084,-146.3502672,-144.9489782,-143.5677386,-142.206771,-140.8662272,-139.5461924,-138.2466897,-136.9676848,-135.7090899,-134.4707688,-133.252541,-132.0541861,-130.875448,-129.7160387,-128.5756422,-127.4539179,-126.3505041,-125.2650211,-124.1970738,-123.1462547,-122.1121461,-121.0943222,-120.8674622,-119.2675781,-118.34095,-118.2952881,-118.2695236,-118.2956314,-118.1982613",6444.983836,20,Panama,
Guangzhou,New York,"22.95496178,22.8095875,22.8064995,22.8045616,22.8064308,22.805666,22.8063679,22.8024216,22.7869568,22.7833157,22.772501,22.7712994,22.7676659,22.7620335,22.7566662,22.7383995,22.6689739,22.6195316,22.5495167,22.4638672,22.3774166,22.3064041,22.2309513,22.199007,22.1629238,22.1381226,22.1066341,22.1067944,22.1317158,22.1254005,22.1249237,22.1258774,22.1254005,22.1252842,22.1721333,22.2188873,22.265546,22.3121091,22.3585764,22.4049475,22.4512222,22.4974001,22.5434811,22.5894647,22.6353508,22.681139,22.7268291,22.7724207,22.8179136,22.8633075,22.9086022,22.9497809,22.9908954,23.0319456,23.0729313,23.1138522,23.1547083,23.1954994,23.2309113,23.2788506,23.4189085,23.5586299,23.698011,23.8370485,23.9757391,24.1140798,24.2520676,24.3897,24.5269744,24.6638883,24.8004394,24.9366255,25.0724445,25.2078944,25.3429731,25.4776788,25.6120096,25.7459653,25.8795453,26.0127491,26.1455761,26.2780256,26.4100966,26.5417882,26.6730993,26.8040288,26.9345755,27.0647379,27.1945147,27.3239045,27.4529056,27.5815164,27.7097352,27.8375603,27.9649898,28.0920219,28.2186717,28.3449363,28.4708128,28.5962981,28.7213894,28.8460836,28.9703777,29.0942687,29.2177535,29.3408291,29.4634925,29.5857405,29.7075702,29.8289783,29.9499618,30.0705177,30.1906426,30.3103336,30.4295874,30.5484009,30.6667709,30.7085247,30.7274036,30.7487831,30.8505988,30.9520704,31.0531965,31.153976,31.2544076,31.35449,31.4542219,31.5536019,31.6526286,31.7513004,31.849616,31.9475737,32.0451721,32.1424096,32.2392845,32.3357952,32.4319401,32.5277174,32.6231254,32.7181685,32.8128446,32.9071515,33.0010871,33.0946493,33.1878359,33.2806448,33.3730739,33.465121,33.5567839,33.6480606,33.7389488,33.8294464,33.9195512,34.0092611,34.0985739,34.1874873,34.2759993,34.3641076,34.45181,34.5391045,34.5704117,34.6011276,34.6144943,34.630497,34.6457634,34.658287,34.6785214,34.6992769,34.7203209,34.7419711,34.7635956,34.7851943,34.8067672,35.1976134,35.5828921,35.9624406,36.3360954,36.7036919,37.065065,37.4200488,37.7684771,38.110183,38.4449994,38.7727592,39.0932951,39.4064403,39.7120281,40.0098927,40.2998689,40.5817927,40.8555014,41.1208339,41.3775609,41.6255357,41.8646139,42.0946533,42.3155146,42.5270616,42.7291614,42.9216849,43.1045073,43.2775079,43.4405711,43.593586,43.7364476,43.8690563,43.9913186,44.1031477,44.2044629,44.2951908,44.3752649,44.4446263,44.5032234,44.5916634,44.6245504,44.6385954,44.6340288,44.6111164,44.5701568,44.5114783,44.4354367,44.3424107,44.2327988,44.1070154,43.9654882,43.8086546,43.6369598,43.4508532,43.2507868,43.0372129,42.810582,42.5713411,42.3199322,42.0567911,41.782346,41.4970163,41.2012124,40.8953344,40.5797192,40.254691,39.9205619,39.5776322,39.2261911,38.866517,38.4988781,38.1235326,37.7407293,37.3507079,36.9536997,36.5499275,36.1396062,35.7229432,35.3001386,34.8713856,34.4368709,33.9967747,33.5512713,33.0994456,32.6414693,32.1775114,31.7077381,31.2323128,30.7513958,30.2651447,29.7737139,29.2772553,28.7759173,28.2698459,27.7591838,27.2440713,26.7246453,26.2010404,25.6733881,25.1418173,24.6064544,24.067423,23.5248442,22.9788366,22.6249366,22.42482,22.2241736,22.0229954,21.8212921,21.6190707,21.4163377,21.2131,21.0093641,20.8051366,20.6004241,20.3952331,20.1895701,19.9834414,19.7768535,19.5698127,19.3623253,19.1543974,19.0056839,18.8567105,18.7074797,18.5579942,18.4082567,18.2928135,18.1771939,18.0040296,17.8301558,17.6555838,17.4803245,17.3043886,17.1277862,16.9505273,16.7726218,16.594079,16.4149084,16.2351188,16.0547193,15.8737186,15.6921251,15.5099474,15.3271937,15.1438721,14.9599909,14.7755558,14.5905729,14.4050482,14.2189881,14.0323988,13.8452867,13.6576584,13.4695205,13.2808795,13.0917423,12.9021156,12.7120064,12.5214215,12.330368,12.1388529,11.9468832,11.7544662,11.5616089,11.3683187,11.1745781,10.9803957,10.78578,10.5907392,10.3952819,10.1994164,10.003151,9.8064942,9.6094541,9.4120392,9.2142576,9.0161176,8.8176275,8.6187954,8.4196295,8.220138,8.0203291,7.8202108,7.6197913,7.4190786,7.2180809,7.1964761,7.1960653,7.1956383,7.1951952,7.1947358,7.1942602,7.1937684,7.1932605,7.1927364,7.192196,7.1916395,7.1910668,7.1904779,7.1898729,7.1892516,7.1886142,7.1879606,7.1872908,7.1866049,7.2251931,7.2638637,7.3025187,7.341158,7.3797816,7.4183893,7.4569812,7.495557,7.5341167,7.755898,8.5918846,8.7568302,8.817502,8.8245236,8.8315449,8.7344351,8.8628197,8.8662395,8.8712387,8.9093332,8.9403334,8.9516668,8.9601736,8.9879951,8.9918718,9.0014849,9.0103779,9.0160885,9.0215387,9.0319004,9.042017,9.0518999,9.0687237,9.081068,9.1037083,9.1086531,9.1192131,9.1208162,9.1157999,9.1133804,9.1176386,9.1232271,9.1533365,9.176095,9.1848335,9.1818705,9.1989136,9.2113667,9.2162333,9.2225666,9.2531967,9.2621498,9.27001,9.2891121,9.3304796,9.3493872,9.3627768,9.3681002,9.37183,9.3835049,9.3950796,9.4135904,9.4294024,9.4632025,9.5462446,9.7093954,9.9357748,10.2681934,10.600512,10.9327274,11.2648362,11.596835,11.9287206,12.2604894,12.5921379,12.9236628,13.2550624,13.586333,13.9174711,14.2484727,14.5793342,14.9100517,15.2406214,15.5710392,15.9013014,16.2314039,16.5613426,16.8911135,17.2207124,17.5501352,17.8793776,18.2084353,18.5373039,18.8659792,19.1944566,19.5227315,19.8507996,20.0959167,20.3806763,20.6794376,20.8374884,20.9952951,21.1530939,21.3108846,21.4686671,21.6264415,21.7842075,21.9419651,22.0997143,22.1701317,22.1930084,22.2752609,22.7653723,23.2555283,23.7457267,24.2359655,24.7262425,25.2165559,25.7069038,26.1972845,26.6876961,27.1781372,27.6686061,28.1591014,28.6496216,29.1401384,29.6306519,30.1211618,30.6116681,31.1021707,31.5926694,32.0831642,32.5736549,33.0641414,33.5546235,34.0451012,34.5355743,35.0260426,35.5165061,36.0069645,36.4974177,36.9878656,37.478308,37.9687447,38.4591755,38.9496002,39.206955,39.3547249,39.5247841,39.7673798,40.3465424,40.447319,40.4619176,40.4765015,40.5120964,40.5649986,40.6134033,40.6204605,40.6248016,40.6316223,40.6382675,40.6411591,40.6635323,40.6719513,40.66378684","113.483284,113.5836258,113.5912323,113.5920868,113.5958786,113.6001663,113.6083298,113.6118164,113.6241455,113.6264496,113.6346207,113.6430664,113.6460648,113.6422501,113.6462708,113.6591797,113.6878052,113.7016296,113.7214127,113.7537155,113.7770844,113.7891693,113.8138962,113.8207626,113.8326111,113.8447952,113.8449707,113.8525238,114.0111542,114.1390228,114.1963577,114.2571259,114.33815,114.4917145,114.616477,114.7413221,114.8662503,114.9912618,115.1163565,115.2415347,115.3667964,115.4921416,115.6175705,115.743083,115.8686793,115.9943594,116.1201234,116.2459713,116.3719033,116.4979193,116.6240195,116.7251959,116.8264339,116.9277336,117.0290949,117.1305179,117.2320028,117.3335495,117.3924103,117.4514008,117.6654697,117.8799242,118.0947649,118.3099925,118.5256081,118.7416131,118.9580093,119.1747984,119.3919826,119.6095641,119.8275455,120.0459294,120.2647185,120.4839158,120.7035242,120.923547,121.1439872,121.3648508,121.5861434,121.8078705,122.0300374,122.2526495,122.4757119,122.6992296,122.9232075,123.1476504,123.372563,123.5979499,123.8238156,124.0501644,124.2770007,124.5043287,124.7321525,124.9604762,125.1893036,125.4186388,125.6485166,125.8789395,126.1099101,126.3414309,126.5735043,126.8061327,127.0393187,127.2730645,127.5073726,127.7422453,127.9776849,128.2136938,128.4502741,128.6874282,128.9251583,129.1634665,129.402355,129.641826,129.8818814,130.1225235,130.3637543,130.4416199,130.4833679,130.5400238,130.7467776,130.9539348,131.1614981,131.3694701,131.5778533,131.7866501,131.9958629,132.205494,132.4155456,132.6260198,132.8369187,133.0482444,133.2599987,133.4721837,133.6848011,133.8978527,134.1113402,134.3252654,134.5396298,134.7544507,134.9697291,135.1854659,135.4016618,135.6183176,135.8354342,136.0530123,136.2710526,136.4895558,136.7085226,136.9279537,137.1478496,137.3682109,137.5890383,137.8103322,138.0320931,138.2543215,138.4770179,138.7001827,138.9238161,139.1479187,139.2330322,139.3254242,139.3667145,139.4229584,139.4746552,139.5266266,139.5832089,139.6396321,139.6957595,139.7518588,139.8079875,139.8641456,139.9203331,140.7573514,141.6029533,142.4571978,143.3201377,144.1918186,145.0722787,145.9615482,146.8596486,147.7665922,148.6823817,149.6070093,150.5404564,151.4826928,152.4336766,153.3933531,154.3616546,155.3385,156.3237942,157.3174276,158.318996,159.3283662,160.3453899,161.3699028,162.4017251,163.4406611,164.4864991,165.5390117,166.5979557,167.6630722,168.7340874,169.810712,170.8926427,171.9795618,173.0711384,174.1670287,175.266877,176.3703164,177.4769698,178.5864507,179.6983643,-178.4542236,-176.9831534,-175.5172151,-174.0576111,-172.6054992,-171.1619877,-169.7281298,-168.3049203,-166.8932768,-165.4940403,-164.107975,-162.7357695,-161.3780383,-160.0353233,-158.7080964,-157.3967618,-156.101659,-154.8230659,-153.5612019,-152.3162316,-151.0882679,-149.8773758,-148.6835758,-147.5068473,-146.3471321,-145.2041638,-144.077668,-142.9673641,-141.8729656,-140.7941815,-139.7307176,-138.6822764,-137.648559,-136.629265,-135.6240935,-134.6327437,-133.6549156,-132.6903101,-131.7386298,-130.7995791,-129.872865,-128.9581969,-128.0552873,-127.1638517,-126.2816267,-125.4084866,-124.5442996,-123.6889283,-122.8422304,-122.0040591,-121.1742636,-120.3526896,-119.5391799,-118.7335743,-117.9357106,-117.1454246,-116.3625505,-115.5869211,-114.8183685,-114.0567237,-113.3018173,-112.5534798,-111.8115414,-111.0758324,-110.3461833,-109.8650779,-109.5687858,-109.2733577,-108.978775,-108.6850289,-108.3921109,-108.1000122,-107.8087241,-107.518238,-107.2285452,-106.9396369,-106.6515045,-106.3641393,-106.0775326,-105.7916756,-105.5065596,-105.2221761,-104.9385161,-104.7183739,-104.4986252,-104.2792668,-104.0602954,-103.8417075,-103.6573722,-103.4732825,-103.0862148,-102.6998534,-102.3141915,-101.9292225,-101.5449397,-101.1613365,-100.7784064,-100.3961429,-100.0145396,-99.63359,-99.2532876,-98.873626,-98.4945988,-98.1161996,-97.7384218,-97.3612591,-96.9847049,-96.6087527,-96.2333974,-95.8586337,-95.4844562,-95.1108592,-94.7378371,-94.3653839,-93.9934938,-93.6221606,-93.2513781,-92.88114,-92.5114398,-92.1422711,-91.7736272,-91.4055013,-91.0378866,-90.6707762,-90.3041631,-89.9380401,-89.5724002,-89.2072565,-88.8426008,-88.478425,-88.1147207,-87.7514795,-87.3886932,-87.0263533,-86.6644515,-86.3029792,-85.941928,-85.5812893,-85.2210547,-84.8612156,-84.5017634,-84.1426894,-83.783985,-83.4256416,-83.0676504,-82.7100028,-82.35269,-81.9957032,-81.8831099,-81.7967021,-81.7102946,-81.6238871,-81.5374799,-81.4510728,-81.3646659,-81.2782592,-81.1918527,-81.1054464,-81.0190403,-80.9326344,-80.8462288,-80.7598234,-80.6734182,-80.5870132,-80.5006085,-80.414204,-80.3277998,-80.2433816,-80.159039,-80.0746818,-79.99031,-79.9059235,-79.8215224,-79.7371064,-79.6526755,-79.5682297,-79.3652344,-79.3666077,-79.4160461,-79.456131,-79.4665106,-79.4768906,-79.4579315,-79.5114975,-79.5199966,-79.5226898,-79.5381699,-79.5626678,-79.569664,-79.574173,-79.5841599,-79.5874405,-79.5967941,-79.6060181,-79.6121521,-79.6184235,-79.6353149,-79.6464615,-79.6535187,-79.6715088,-79.6767197,-79.6888123,-79.6930389,-79.7299423,-79.7541199,-79.7649918,-79.7735062,-79.7935715,-79.8027649,-79.8118591,-79.8321152,-79.8487854,-79.8653336,-79.9013062,-79.9194641,-79.9227829,-79.9264984,-79.9245148,-79.9237823,-79.9230804,-79.9207306,-79.919136,-79.9191666,-79.9205627,-79.9197083,-79.919136,-79.9179916,-79.9159241,-79.9073868,-79.895668,-79.8811188,-79.8139572,-79.7040939,-79.6067123,-79.4288684,-79.2506519,-79.0720496,-78.8930483,-78.7136347,-78.5337952,-78.3535164,-78.1727847,-77.9915861,-77.8099059,-77.62773,-77.4450444,-77.2618349,-77.0780871,-76.8937867,-76.708919,-76.5234693,-76.3374228,-76.1507644,-75.9634789,-75.775551,-75.5869653,-75.3977061,-75.2077575,-75.0171035,-74.8257281,-74.6336147,-74.440747,-74.247108,-74.052681,-73.9379883,-73.9393616,-74.0486298,-74.0855594,-74.1224713,-74.1594612,-74.1965302,-74.2336788,-74.270908,-74.3082186,-74.3456113,-74.3830872,-74.4100342,-74.4448929,-74.4281235,-74.4089621,-74.389661,-74.3702158,-74.3506221,-74.3308754,-74.310971,-74.2909041,-74.2706698,-74.2502631,-74.2296788,-74.2089115,-74.1879559,-74.1668061,-74.1454576,-74.1239043,-74.1021401,-74.0801586,-74.0579533,-74.0355174,-74.012844,-73.9899259,-73.9667558,-73.9433259,-73.9196285,-73.8956553,-73.871398,-73.8468478,-73.8219958,-73.7968327,-73.7713488,-73.7455341,-73.7193784,-73.6928708,-73.6660004,-73.6467819,-73.6597366,-73.7152023,-73.677063,-73.7725067,-73.8046722,-73.8459116,-73.8871689,-73.9722748,-74.0311661,-74.0477982,-74.0524368,-74.0552521,-74.0563507,-74.0560684,-74.0565567,-74.0654984,-74.0826416,-74.08964441",11321.2126,36,Panama,
